hypothesis_label,bucket,prob_entail,premise,outlet,year
middle class,false_positive,0.994,"Die Vorlage der Regierung nennt beispielsweise Regelungen im Mietrecht zum Schutz vor Kündigungen in Härtefällen sowie einen Schutzschirm für die Wohnungswirtschaft und private Vermieter.---Weitere Themen der Bund-Länder-Runde---  Entlastung bei den explodierenden Energiepreisen:  Besprochen werden soll dabei vor allem die bereits vorgestellte Gaspreisbremse, die Entlastung bei den Strompreisen und Sonderfonds des Bundes für Kulturveranstaltungen und die Wohngeldreform.---Dabei wird in der Vorlage angemerkt: ""Die Entlastungsmaßnahmen sollen in ihrer Gesamtheit soweit möglich auf untere und mittlere Einkommen fokussiert werden.""",Bild,2022.0
middle class,false_positive,0.993,"Liquiditätshilfen für energieintensive kleine und mittelständische Unternehmen.""",Bild,2022.0
middle class,false_negative,0.005,"Elle cible les propriétaires occupants dont les revenus ne dépassent pas 70 % des plafonds PAP (prêt d'accession à la propriété) et s'obtient auprès des centres Pact (programme de protection, amélioration, conservation et transformation).",Liberation,2000.0
middle class,false_negative,0.971,"Lorsqu’il nous explique comment il voit l’avenir pour le processus politique auquel il œuvre depuis 2006, M. Álvaro Garcia Linera affirme que « la chance de la Bolivie est d’avoir cette classe moyenne indigène chola, avec son fonctionnement communautaire et associatif très spécifique ».",MondeDiplo,2019.0
middle class,false_negative,0.004,"Dans un décret paru au Journal officiel du 15 novembre, le gouvernement indique que les surloyers seront désormais appliqués à tous les locataires dépassant d'au moins 20 % les plafonds de ressources, au lieu de 10 % actuellement.",Monde,1998.0
middle class,false_negative,0.974,"De ce point de vue, rien ne peut être sûr, alors que le mouvement des gilets jaunes a aussi montré que la demande de services publics de qualité restait forte et que les réformes de l’assurance-chômage et des retraites pourraient toucher directement les classes moyennes et les cadres.",Mediapart,2019.0
middle class,false_negative,0.954,"Obama, la vague de saisies de logements qui a contribué au déclenchement de la crise économique ""érode l'accès à la propriété, la classe moyenne, et jusqu'au rêve américain"".

Depuis une banlieue de Phoenix, en Arizona, où 150 000 domiciles ont été ou risquent d'être saisis, le président américain a expliqué que l'enveloppe servirait à ""secourir des propriétaires qui ont respecté les règles et agi de manière responsable"" mais se retrouvent victimes de la crise et de la chute du marché immobilier.

Le plan ""ne secourra pas les personnes irresponsables ou sans scrupule en arrosant de mauvais emprunts avec le bon argent du contribuable"", a prévenu M",Monde,2009.0
middle class,false_negative,0.968,",,Wir sind die Mitte der Gesellschaft"", sagte er.",SZ,2016.0
middle class,true_positive,0.994,"Denn zwischen einem Studium in Paris oder einem in der Provinz, zwischen Anfang und Ende, Mann und Frau, Mittelschichtkind und Arbeitersproß liegen Welten.",Zeit,1995.0
middle class,true_positive,0.995,"Dans ce contexte, la stratégie du repli défensif serait tout simplement suicidaire, condamnant pour le coup les classes moyennes européennes et leur «État social » à un déclin terminal.",Mediapart,2013.0
middle class,true_positive,0.982,"Mais, aussi, la mairie communiste redoute les nouveaux logements pour classes moyennes.",Liberation,2000.0
middle class,true_positive,0.975,"Die Kluft zwischen Arm und Reich wachse spätestens seit der Wirtschaftskrise vor fast zehn Jahren, die viel gepriesene Mittelschicht schrumpfe dahin.",SZ,2016.0
middle class,true_positive,0.994,Et qui voit disparaître les emplois industriels ayant servi d’ossature à une classe moyenne peu diplômée mais relativement confiante en son avenir.,MondeDiplo,2016.0
middle class,true_positive,0.974,"Voilà un texte qui ambitionne de résoudre en quelques mesures une bonne partie des difficultés françaises : désindustrialisation, transition énergique, retards technologiques, inégalités territoriales, déclassement des classes moyennes, désaffection démocratique..",Figaro,2020.0
skilled or qualified,false_positive,0.977,Immerhin: Die Bayern besannen sich rechtzeitig auf ihre Klasse.,SZ,2018.0
skilled or qualified,false_positive,0.99,"L’imagination des professionnels de la finance est sans doute une qualité qu’on peut leur reconnaître sans hésiter, et proverbial est leur goût ludique des stratégies de contournement.",MondeDiplo,2007.0
skilled or qualified,false_positive,0.996,"Zahlreiche Intellektuelle, Gewerkschaften und soziale Bewegungen mögen zwar die Nase voll haben vom Gebaren der Arbeiterpartei.",FAZ,2021.0
skilled or qualified,false_positive,0.988,"Car beaucoup de projets, qu'ils émanent de «retraités», de militaires, de femmes au foyer, de travailleurs ou d'ingénieurs, ont un rapport avec le vol, avec l'envie de s'élever au-dessus, d'échapper au Monde quotidien et à sa pesanteur.",Liberation,1998.0
skilled or qualified,false_positive,0.995,"Wie kein zweiter war er für viele Jahrzehnte eine nationale Identifikationsfigur: für Intellektuelle ebenso wie für den sogenannten kleinen Mann, denen in gleicher Weise seine Zuneigung und Kritik galten.",Zeit,1995.0
skilled or qualified,false_positive,0.965,"« Pendant la préparation du contrat de plan, M. Landrieu a systématiquement minoré les besoins présentés comme prioritaires par une majorité régionale de gauche : aides aux entreprises et formation professionnelle.",Monde,1995.0
skilled or qualified,false_negative,0.912,Die Vereine müssten deshalb besonders geschultes Personal zur Überwachung der Spieleraufzeichnungen einsetzen.,Spiegel,2023.0
skilled or qualified,false_negative,0.495,"Im diesjährigen ""Curriculum Vitae"" präsentieren 600 Absolventen von mehr als 80 Hochschulen ihren Lebenslauf samt Studienschwerpunkten, persönlichen Interessen und Berufswünschen.",Zeit,1995.0
skilled or qualified,false_negative,0.005,La fédération fait appel à une main-d'oeuvre spécialisée.,Parisien,2000.0
skilled or qualified,false_negative,0.949,"Dieses Schicksal, erzählt Wang, teile er mit vielen der 47 Absolventinnen und Absolventen seines Fachs an seiner Universität.",Spiegel,2023.0
skilled or qualified,false_negative,0.932,Auf zehn Dozenten entfallen hier in Chemie vier und in Physik fünf Absolventen.,Zeit,1995.0
skilled or qualified,false_negative,0.011,"»Wenn man Fachkräfte mit Fördermitteln in einen Bereich zieht   etwa in die Chipproduktion, wo man nicht wettbewerbsfähig ist  , dann fehlen sie in anderen, bislang kompetitiven Branchen.« Um solche Verzerrungen zu verhindern, sei es sinnvoller, in bessere Standortbedingungen für alle zu investieren.---Dafür spricht auch ein verteilungspolitisches Argument: »Subventionen werden von allen Bürgern über Steuern finanziert, sie kommen jedoch einzelnen Unternehmen und deren Aktionären zugute«, sagt IfW-Ökonom Görg.",Spiegel,2023.0
skilled or qualified,true_positive,0.98,Viele Absolventen haben schon Monate vor ihrer Entlassungsfeier im Juni oder Juli eine Jobzusage in der Tasche.,Spiegel,2023.0
skilled or qualified,true_positive,0.964,Dagegen gibt es kaum selbständige Akademiker wie etwa Ärzte.,FAZ,2021.0
skilled or qualified,true_positive,0.995,"Dort gibt es bisher zwei Modellversuche, in denen Flüchtlinge, die besonders intelligent sind, an das anspruchsvollere Niveau herangeführt werden.---  Berufsintegrationsklassen wie in Bayern gebe es sonst nirgends in Deutschland, betonte Spaenle.",SZ,2016.0
skilled or qualified,true_positive,0.976,"Zu vergeben waren 37.100 Posten, zwei Drittel davon waren für frische Absolventen reserviert.",Spiegel,2023.0
skilled or qualified,true_positive,0.978,La constitution de l’élite privilégie le recrutement dans les universités chinoises ou étrangères — un parcours de plus en plus prisé.,MondeDiplo,2012.0
skilled or qualified,true_positive,0.986,"), par l’attention portée au placement des diplômés ou aux classements nationaux et internationaux des business schools.",MondeDiplo,2006.0
unskilled or unqualified,false_positive,0.994,"Tantôt maladroit, tantôt malchanceux, souvent à court de lucidité, les Essonniens croient pourtant au miracle.",Parisien,2000.0
unskilled or unqualified,false_positive,0.973,"Après un échange nourri, les voyous ont battu en retraite.",Figaro,2002.0
unskilled or unqualified,false_positive,0.995,"In meiner Not rettete ich mich kurz unter ein Dach, das für Menschen mit körperlichen Behinderungen reserviert war.---So wird sie aussehen, die Klima-Apokalypse, dachte ich.",Spiegel,2023.0
unskilled or unqualified,false_positive,0.991,"Les professeur·es voient arriver, désarmé·es, des enfants qu’ils reconnaissent ne pas savoir prendre en charge.",Mediapart,2022.0
unskilled or unqualified,false_positive,0.988,"« On représente un peu tous les clubs fédéraux »  « Ce qui est intéressant, c'est de montrer que dans un club qui a moins de moyens financiers et des structures moins élaborées, on arrive à pratiquer un très bon basket et à se mêler aux grands noms de la formation en France, se satisfait Arnaud Chaplain.",Parisien,2000.0
unskilled or unqualified,false_positive,0.985,"Denn zwischen einem Studium in Paris oder einem in der Provinz, zwischen Anfang und Ende, Mann und Frau, Mittelschichtkind und Arbeitersproß liegen Welten.",Zeit,1995.0
unskilled or unqualified,false_negative,0.871,"""Es wird eine große Herausforderung, bei der ohnehin angespannten Arbeitsmarktlage eine große Zahl an zusätzlichen Geringqualifizierten zu integrieren.""",FAZ,2021.0
unskilled or unqualified,false_negative,0.016,"»Die ersten Brüche in Bidens neuer ökonomischen Ordnung«, sagt Zoellick, »zeichnen sich schon ab.«---Und so lässt der globale Subventionswettlauf viele Verlierer zurück.---Er ist ein Nullsummenspiel zwischen den wirtschaftlichen Supermächten, hängt schwache Staaten ab und verschärft die Ungleichheit.",Spiegel,2023.0
unskilled or unqualified,false_negative,0.935,"Sie dürfen nicht vergessen, wir haben es dort mit größtenteils analphabetischen Menschen aus der Provinz zu tun, nicht mit eloquenten Intellektuellen, die druckreif in jedes Mikrofon sprechen können.",Welt,2008.0
unskilled or unqualified,false_negative,0.93,Denn benachteiligt sind vor allem gering Qualifizierte.,Welt,2007.0
unskilled or unqualified,false_negative,0.006,"Die Verantwortung dafür, dass aus einem Missgeschick kein Armageddon wird, liegt bei Leuten, die tagsüber an der Kasse des »Tropical Islands« sitzen oder im Park von Pankow mit dem Laubbläser unterwegs sind.",Spiegel,2023.0
unskilled or unqualified,false_negative,0.975,On reste loin des chiffres évoqués pour le chômage des ouvriers non qualifiés.,Monde,1997.0
unskilled or unqualified,true_positive,0.995,"Enfin, dans le secteur des bas salaires, là où justement on emploie des gens peu qualifiés, la concurrence est devenue féroce.",Mediapart,2018.0
unskilled or unqualified,true_positive,0.98,"Die Zahl der Arbeitsplätze für gering qualifizierte Arbeitskräfte ist in Westdeutschland seit 1976 von etwa 8,5 Millionen um über drei Millionen gesunken.",Zeit,1995.0
unskilled or unqualified,true_positive,0.994,"Von ihnen hat fast ein Drittel gar keine Schulbildung genossen, ein Zehntel sind Analphabeten.",FAZ,2021.0
unskilled or unqualified,true_positive,0.978,"--- Doch Hunderte, oft gering qualifizierte Menschen im Landkreis können nach wie vor von ihrer Arbeit nicht leben.",SZ,2016.0
unskilled or unqualified,true_positive,0.979,Les salariés non qualifiés n'ont jamais été si nombreux.,Liberation,2001.0
unskilled or unqualified,true_positive,0.995,"En partie aussi parce que l’on a instauré dans le Monde entier des conditions on ne peut plus favorables aux sociétés multinationales : une abondante main-d’œuvre non qualifiée, mais aussi des techniciens et cadres hautement qualifiés, à très bas prix.",MondeDiplo,1996.0
upper class,false_positive,0.995,"Quoi qu’en dise le patronat, la France est un des pays où il est possible de très bien gagner sa vie pour les grands groupes.",Mediapart,2019.0
upper class,false_positive,0.995,"Auch heute noch findet sich bei einem Teil der Politiker und Publizisten Polens ein ausgesprochenes Anspruchsdenken gegenüber dem Westen, bei dem enttäuschte Erwartungen schnell in Anklagen umschlagen: Deutschland vergesse über den Problemen mit den neuen Bundesländern die Nachbarn, Bonn paktiere (wieder) mit Moskau über Warschau hinweg, Brüssel schirme die westeuropäische Wohlstandsfestung vor der Konkurrenz aus den östlichen Billiglohnländern ab.",Zeit,1995.0
upper class,false_positive,0.992,"Zahlreiche Intellektuelle, Gewerkschaften und soziale Bewegungen mögen zwar die Nase voll haben vom Gebaren der Arbeiterpartei.",FAZ,2021.0
upper class,false_positive,0.995,"Ton mesuré, cheveux blancs et lunettes strictes à monture rectangulaire, il est l’un des animateurs les plus expérimentés du paysage audiovisuel russe, puisque sa carrière remonte aux années 1990, sur la chaîne NTV, qui était alors considérée comme la machine de guerre du milliardaire Vladimir Goussinski contre le président Boris Eltsine.",MondeDiplo,2021.0
upper class,false_positive,0.996,L'' insurrection républicaine ' d'hier a confirmé quela France n'est pas univoque.---Le Pen se pose en héraut de la France méprisée par les élites Parisiennes.,Figaro,2002.0
upper class,false_positive,0.995,"Sur le point de claquer la porte de Gordon Bennett Jr., Winsor McCay sut transmettre les sentiments que lui inspiraient les puissants businessmen au travers d’un voyage symbolique de Little Nemo sur la planète Mars, publié à partir du 1er mai 1910.",MondeDiplo,1996.0
upper class,false_negative,0.005,"Les six personnes interpellées appartiennent au milieu du show-business et de la jet-set, gravitant entre Beverly Hills et Hollywood Boulevard.",Parisien,2000.0
upper class,false_negative,0.03,"Meyer Yachts wirbt auch mit der ""grünsten Yacht"".---Wahrscheinlicher Antrieb: ein methanolbetriebenes Brennstoffzellensystem, das auch gerade ins Traumschiff ""Silver nova"" montiert wird.---Außerdem an Bord: Tennis-Platz in Original-Größe hinterm Hubi-Landeplatz, Beach-Club mit Bar, Pool über zwei Decks mit größter, je in eine Yacht montierten Glasscheibe.---Russen-Oligarchen weg - gibt's überhaupt Nachfrage?---Laut Meyer ist man ""sehr zufrieden"".",Bild,2022.0
upper class,false_negative,0.976,"Aujourd’hui, certains peuvent aller chez nos voisins, comme les femmes plus aisées pouvaient aller en Grande-Bretagne avant la loi sur l’avortement.",MondeDiplo,2023.0
upper class,false_negative,0.982,"Du «triomphe annoncé» dans le Sunday Telegraph (conservateur) à un «adieu Bling, bonjour les piques contre les riches» du Sunday Times (centre droit), l'ensemble de la presse britannique a depuis plusieurs jours déjà enterré Sarkozy, rappelant qu'en cas de défaite au second tour, il serait «le premier président à ne remplir qu'un seul mandat depuis Valéry Giscard d'Estaing, battu par François Mitterrand en 1981».",Liberation,1999.0
upper class,false_negative,0.982,"Die Hälfte aller Studenten dort kommt aus Familien von höheren Angestellten, jeder fünfte Student gibt an, daß sein Elternhaus über mehr als 9000 Mark Monatseinkommen verfüge.",Zeit,1995.0
upper class,false_negative,0.978,"Ce mandat peut se résumer ainsi : d’accord pour une libéralisation tous azimuts des échanges, mais avec quelques clauses restrictives sur le (...) → Même si les heureux bénéficiaires du boom Internet et de ses stock-options sont en passe de constituer une nouvelle classe de millionnaires outre-Atlantique, la tendance majeure de la dernière décennie n’est pas infirmée pour autant : à l’armée des sans-emploi décrite par Karl Marx, le patronat américain semble avoir substitué celle des sur-employés.",MondeDiplo,1999.0
upper class,true_positive,0.996,Donne du fil à retordre aux bourgeois ' de gôche '.,Figaro,2002.0
upper class,true_positive,0.996,"Kennzeichnend für Westdeutschland ist, dass hier die Elite nicht ausgewechselt sondern integriert wurde.",Welt,2008.0
upper class,true_positive,0.983,"Si la gauche avait conservé des traces anciennes de culture marxiste, elle aurait reconnu la dialectique du vieux maître entre bourgeoisie et classes populaires, entre ' gavés ' et ' exploités '.",Figaro,2002.0
upper class,true_positive,0.995,Jahrhunderts als Sommerresidenz der Aristokraten und Großunternehmer.,Spiegel,2023.0
upper class,true_positive,0.993,---Als Vorstandschef und Miteigentümer von Boehringer Mannheim wird Engelhorn zugleich einer der erfolgreichsten Unternehmer Deutschlands - und einer der reichsten Deutschen.,FAZ,2021.0
upper class,true_positive,0.993,"L'étude de Terra Nova, que Libération révèle en exclusivité, affirme pourtant qu'après les entreprises, ce sont les ménages plus aisés qui ont profité en majorité des largesses du sarkozysme.",Liberation,2000.0
