hypothesis_label,bucket,prob_entail,premise,outlet,year
elderly,false_positive,0.995,"Es ist jedenfalls 70 Jahre nach den Nürnberger Kriegsverbrecherprozessen kein Hoffnungszeichen, wenn sich alle Welt über die entsetzlichen Verbrechen  des IS empört, aber der gemeinsame Wille zum Kampf dagegen fehlt.",FAZ,2021.0
elderly,false_positive,0.995,Les coûts explosifs du système d’assurance médicale privée sont mis à la charge des travailleurs actifs ou retraités (3).,MondeDiplo,2006.0
elderly,false_positive,0.995,"---  Seit mehreren Jahren leitet er Workshops für Unternehmen, die ihre neuen Assistenzsysteme für Senioren aus ethischer Sicht evaluieren wollen.",SZ,2015.0
elderly,false_negative,0.001,"Gendern in der Schule soll untersagt werden (""Gender-Ideologie"").---  Pflege:  Der Personalschlüssel in Pflegeeinrichtungen müsste sich an Bedürfnissen der Heimbewohner orientieren.",Bild,2022.0
elderly,false_negative,0.001,"Niemand hörte von dem Kampf.---Der Kampf Oma gegen Einbrecher ist erstaunlich oft ein Kampf, in dem Kraft, Mut und Einfallsreichtum der vermeintlich Schwächeren unterschätzt werden.",Spiegel,2023.0
elderly,false_negative,0.648,"Elles donneront les moyens tout en posant des principes nouveaux, par exemple, ceux de promptitude et de certitude pour les décisions judiciaires, à rendre dans des délais précis, avec des sanctions appliquées et une pré-indemnisation immédiate des victimes.---L'égalité mettra fin, entre autres, à la fracture territoriale entre les villes et les campagnes par une ordonnance sur la ruralité restaurant, dans les villages et les rivages, les grands services publics (écoles, postes, hôpitaux, voies ferrées secondaires...), assurant la parité des retraites agricoles qui ne seront plus aux minima honteux de 440 euros mensuels et surtout exonérant de toute charge fiscale et sociale les agriculteurs et les pêcheurs.---La fraternité va être assurée pour les plus faibles, malades, handicapés et 4e âge, par une ordonnance de générosité, comme Alain Juppé, lui, avait fait les ordonnances d'austérité.---Non seulement des mesures amèneront enfin nos hôpitaux au niveau de nos voisins européens, en grands équipements modernes de diagnostic, mais seront créées les maisons de vie adaptées pour les 4e âge, avec la formation des professions nouvelles pour la nouvelle économie du vieillissement.---Redonner à la société française de solides fondations exige une démographie en expansion.",Figaro,2002.0
elderly,false_negative,0.595,"»Erfolg haben doch eigentlich junge Leute und keine Frauen über 70«, sagt sie beim Treffen.",Spiegel,2023.0
elderly,false_negative,0.984,"les femmes au foyer, les communautés silencieuses parce que ne maîtrisant pas bien le langage, les pensionnaires des maisons de retraite"".",Liberation,2000.0
elderly,false_negative,0.99,"Aujourd'hui  à Beauvais,  avec l'école Lebesgue-Prévert de 14 heures à 18 heures, à l'école Philéas-Lebesgue ;  Clermont, avec le Restaurant fraternel, salle Pommery à 20 h (ouverture des portes 18 heures) ;  Creil, à 18 heures avec l'école Victor-Hugo, salle Voltaire, 39, rue Voltaire ;  Cambronne-lès-Ribécourt, salle polyvalente du Mariquy avec la société de chasse et l'Association des vieux travailleurs, à 19 h 30 (ouverture des portes à 17 h 30) ;  Canny-sur-Matz, salle des fêtes par les Bons Vivants de Crapeaumesnil, à 20 h 30 (ouverture des portes à 18 heures) ;  Crépy-en-Valois, salle des fête par l'Union sportive, section football, à 20 h 30 ;  Le Plessis-Brion, salle multifonction avec l'Association Détente, sports et loisirs, à 20 h 30 ;  Luchy, au profit de la commune à 20 h 30 (ouverture des portes à 18 heures) ;  Therdonne, avec les parents d'élèves salle multifonction à partir de 20 heures ;  Valdampierre avec l'association Loisirs à 20 h 30, à la salle polyvalente.",Parisien,2000.0
elderly,true_positive,0.996,"Résultat : France 3 est plus que jamais devenue une chaîne de la « France profonde », au service d'une clientèle familiale, plutôt âgée et un peu lasse des paillettes du début des années 90.",Monde,1995.0
elderly,true_positive,0.997,"Le conseil général veut, ensuite, mener une action continue en direction des personnes âgées, avec un renforcement du maintien à domicile et le développement de réseaux de proximité.",Monde,1995.0
elderly,true_positive,0.992,"Juli an für einen Monat bei sich aufzunehmen, darunter auch ältere noch rüstige Damen.",SZ,2015.0
elderly,true_positive,0.994,"En revanche, les partisans du CSSD de Milos Zeman sont généralement plus âgés, ouvriers ou employés, retraités, de formation moyenne.",MondeDiplo,1995.0
elderly,true_positive,0.997,"Hinzu kommt, dass die kleinen elektronischen Hilfen und ganzen Pflegeroboter zwar das Leben älterer Menschen erleichtern, aber auch ethische Fragen aufwerfen.",SZ,2015.0
elderly,true_positive,0.997,Leurs cibles étaient toujours les mêmes : des femmes seules et de préférence âgées.,Parisien,2000.0
middle-aged and pre-retirement age groups,false_positive,0.991,"Une attention majeure sera accordée aux familles avec des enfants ou des personnes âgées à charge.---A terme, les tranches d'impôts sur le revenu (Irpef) seront ramenées à deux (au lieu de six).",Figaro,2002.0
middle-aged and pre-retirement age groups,false_positive,0.984,C'est pourquoi les associations de défense des locataires demandent qu'on mette fin au vide juridique qui fragilise encore davantage les personnes âgées.,Liberation,1999.0
middle-aged and pre-retirement age groups,false_positive,0.991,"Juli an für einen Monat bei sich aufzunehmen, darunter auch ältere noch rüstige Damen.",SZ,2015.0
middle-aged and pre-retirement age groups,false_positive,0.99,Die erfahrene Tierärztin aus Haltern behandelt in einem umgebauten Rettungswagen Haustiere von Senioren ab 60 Jahren mit Nachweis der Bedürftigkeit - kostenlos!,Bild,2022.0
middle-aged and pre-retirement age groups,false_positive,0.994,"Als da wären die Schaffung und Weiterentwicklung individueller Angebote für Menschen mit Behinderung; Barrierefreiheit in allen Bereichen; Vernetzung und gegenseitiger Austausch; Unterstützung von Selbsthilfegruppen und Angehörigen; Eingliederung von Behinderten in das Schul- und Arbeitsleben und natürlich eine offensive Öffentlichkeitsarbeit.---  Der ,,Teilhabebeirat"" soll also bereits in der Schule tätig werden, die behinderten Menschen im Arbeitsleben unterstützen und auch dann noch betreuen, wenn sie im Seniorenalter sind.",SZ,2015.0
middle-aged and pre-retirement age groups,false_positive,0.995,"Là, il taille dans le vif, s'en prenant aussi bien au protectionnisme qu'à la « thèse du partage autoritaire et généralisé du travail », à l'exclusion du marché (départ des étrangers ou retour des femmes au foyer, à droite, retraites anticipées, à gauche) et à l'augmentation de la demande globale par celle des salaires qui augmenterait le chômage structurel par suite de la hausse du travail de faibles compétences.",Monde,1995.0
middle-aged and pre-retirement age groups,false_negative,0.001,Tarifs : 90 F par personne pour un adulte ; 79 F pour un enfant (3-11 ans inclus).,Parisien,2000.0
middle-aged and pre-retirement age groups,false_negative,0.955,Viele sind im Vorruhestandsalter oder kurz davor.,Spiegel,2003.0
middle-aged and pre-retirement age groups,false_negative,0.891,"Il a choisi, dès maintenant, de financer une campagne de dépistage du cancer du sein pour les femmes de cinquante à soixante-neuf ans.",Monde,1995.0
middle-aged and pre-retirement age groups,false_negative,0.012,"Répartition : elle varie selon les âges et les catégories socioprofessionnelles. 14 % des 20-30 ans déclarent des problèmes de santé et, parmi eux, 44 % se disent limités dans leur capacité de travail. - respectivement 37 % et 59 % chez les quinquagénaires. 19 % des cadres déclarent des problèmes de santé, et un tiers d'entre eux s'estiment handicapés dans leur travail - 31 % et 58 % chez les ouvriers.",Monde,2004.0
middle-aged and pre-retirement age groups,false_negative,0.13,"Et ce qui est plus récent surtout, c’est qu’il en tire désormais des conséquences personnelles, en se désengageant partiellement de la banque et en n’y travaillant plus qu’à temps partiel, presque à la manière d’un préretraité.",Figaro,2007.0
middle-aged and pre-retirement age groups,false_negative,0.002,"Si l'on examine à la loupe, comme nous l'avons entrepris (lire page 12), les dates de naissance des patrons du CAC 40, on constate que les plus verts sont quinqua, que les sexagénaires dominent encore et que certains envisagent de conserver leur siège au-delà de leurs soixante-cinq printemps, voire davantage.",Figaro,2005.0
middle-aged and pre-retirement age groups,true_positive,0.979,"Dazu gehören ältere Arbeitslose, die immer noch mit Ressentiments zu kämpfen haben.",FAZ,2021.0
middle-aged and pre-retirement age groups,true_positive,0.988,"Il y a eu également une prolongation de la vie sexuelle à un âge avancé : alors que seulement 50 % des femmes mariées de plus de 50 ans avaient une activité sexuelle en 1970, c’est le cas de 90 % des femmes en couple du même âge dans les années 2000.",MondeDiplo,2018.0
middle-aged and pre-retirement age groups,true_positive,0.973,"42.000 Teilnehmer) noch die Nachwehen seiner Corona-Infektion im Mai in den Knochen steckten, kann der OB nur vermuten: Sein VO2-Max, der aussagt, wie viel Sauerstoff ein Mensch während einer Belastung aufnehmen und verwerten kann, lag in der Vorbereitung bei 52, früher schon mal bei 60.---Am Ende lief er mit einer Zeit von 3:57:02 Stunden ins Ziel - Platz 1033 bei den Männern in der Altersklasse 50-54 unter 8986 Teilnehmern!---Sein Marathon-Durst ist aber erst mal gestillt: ""Vielleicht in ein paar Jahren wieder.",Bild,2022.0
middle-aged and pre-retirement age groups,true_positive,0.993,"Le nombre des entrées à l'ANPE (368 000, en hausse de 4,7 %), a été supérieur à celui des sorties (330 000), ces dernières étant principalement dues à des reprises d'emplois, en hausse de 3,4 %, alors que dans le même temps, le nombre d'offres d'emplois a progressé de 1,5 %.---En revanche, le nombre de chômeurs de 50 ans et plus a également augmenté de 0,4 %, et celui des jeunes de moins de 25 ans, de 1 %.",Figaro,2002.0
middle-aged and pre-retirement age groups,true_positive,0.996,"Er hält die Verlängerung von ALG I für falsch, weil damit ein Instrument zerschlagen wird, das die massenhafte Frühverrentung beendet und ältere Arbeitslose zu Hunderttausenden wieder in eine sozialversicherungspflichtige Beschäftigung gebracht hat.",Welt,2007.0
middle-aged and pre-retirement age groups,true_positive,0.988,"Sie sehen sich als Leidtragende einer absurden Arbeitsmarktentwicklung: Noch nie gab es so viele gesunde und leistungsfähige 60-Jährige, doch trotz Fachkräftemangels ist die Arbeitsmarktlage für 55- bis 64-Jährige verheerend.",Zeit,2004.0
"minors, including children and pupils",false_positive,0.995,« Le drame de la jeunesse me semble la conséquence de ce qu'on a appelé la défaillance de l'âme.,Figaro,2002.0
"minors, including children and pupils",false_positive,0.993,"La France est l’un des pays où le taux d’activité des moins de 25 ans et des plus de 55 ans est l’un des plus faibles au Monde : 28 % des 15-24 ans travaillent (contre 49,6 % en Allemagne et 69,5 % au Royaume-Uni), de même que 36,1 % des 55-64 ans (contre 44,5 % en Allemagne et 51 % au Royaume-Uni).",MondeDiplo,1999.0
"minors, including children and pupils",false_positive,0.994,"« Les garçons ont eu à Brest la réaction que j'attendais de leur part, se félicite l'entraîneur de Viry.",Parisien,2000.0
"minors, including children and pupils",false_positive,0.996,"«D
es terroristes, qui ont enlevé et réduit en esclavage des enfants trop jeunes pour savoir ce qu’est la mort... » Mme Madeleine Albright, secrétaire d’Etat américain, n’a pas eu de mots assez durs contre l’Armée de résistance du Seigneur [ARS, Lord’s Resistance Army] et ses alliés soudanais, lorsqu’elle s’est rendue dans le nord de l’Ouganda en décembre 1997, après l’adoption, par Washington, de sanctions commerciales contre le Soudan.",MondeDiplo,1998.0
"minors, including children and pupils",false_positive,0.994,"Pour les 12/17 ans : bowling, atelier vidéo, kayak, planche à voile, patinoire, ping-pong, football américain, voile, hip-hop, ciné Renseignements au service de la jeunesse au 01.41.14.81.45.",Parisien,2000.0
"minors, including children and pupils",false_positive,0.995,"---Seinen Spielern hat er ganz klare Anweisungen mitgegeben: ""Ich habe den Jungs vier Botschaften, was ich verlange, was ich sehen möchte.",Bild,2022.0
"minors, including children and pupils",false_negative,0.992,"Cent soixante-quinze élèves, doublés par autant d'anciens, ont décidé de prendre en charge cent soixante-quinze jeunes Parisiens titulaires d'un bac + 2 ou d'un bac + 3 et qui cherchent un emploi depuis plus de six mois.",Monde,1995.0
"minors, including children and pupils",false_negative,0.989,"---De fait, depuis mars 1994 avec les manifestations anti-CIP, et en 1998, lors du mouvement lycéen, les casseurs ont tendance à infiltrer et à marquer de leur violence les défilés des plus jeunes manifestants.",Figaro,2002.0
"minors, including children and pupils",false_negative,0.989,"Les filles sont vivement attendues », précise Claudia.",Parisien,2000.0
"minors, including children and pupils",false_negative,0.988,"C'est comme dans les concerts, des jeunes filles ont été évacuées portées à bout de bras vers les postes de secours ', raconte un témoin.",Figaro,2002.0
"minors, including children and pupils",false_negative,0.988,» Les classes de ville poursuivront leur chemin jusqu'en juin.,Parisien,2000.0
"minors, including children and pupils",false_negative,0.99,"Dort ist die Geldpolitik in ihrer Verzweiflung oft schon einen Schritt weiter, und die alte, satte Gesellschaft mit zu wenig Kindern wächst trotzdem nicht.",FAZ,2021.0
"minors, including children and pupils",true_positive,0.994,"Deutschland setzt sich etwa mit dem Problem des Rassismus und des Antisemitismus auseinander, wir haben unsere eigenen Probleme und betreiben manchmal eine sehr schwierige Selbstbefragung, aber wir haben einen gemeinsamen Nenner, wir schätzen beide Freiheit und Demokratie sehr und das Recht der Menschen zu leben.---Das zentrale Thema ist letztlich, ob israelische und palästinensische Mütter das Recht haben, ihre Kinder leben zu sehen und nicht ewiger Gewalt ausgesetzt zu sein.",Welt,2008.0
"minors, including children and pupils",true_positive,0.992,"wieder in Betrieb nehmen, fordert einen Gas- und Strompreisdeckel auf 75 Prozent des Vorjahresverbrauchs und einen Schutzschirm für Stadtwerke.---  Sicherheit:  Der Kampf gegen Clan- und Cyber-Kriminalität soll intensiviert, die Polizeizulage angehoben, der Einsatz von Bodycams und Dashcams bei der Polizei ausgeweitet werden.---  Bildung:  Die CDU plant ein eigenes Ministerium für Kinder und Jugend, verspricht eine ""Unterrichtsgarantie"" und eine einheitliche Bezahlung von Lehrern nach A13.---  Pflege:  Ein Landespflegegeld soll pflegende Angehörige entlasten, ein Pflegebeauftragter ernannt werden.",Bild,2022.0
"minors, including children and pupils",true_positive,0.996,"Bisher beschäftigen die Dahls 22 Mitarbeiterinnen, die abwechselnd auch Wochenendschichten im Kinderhotel übernehmen.",Welt,2008.0
"minors, including children and pupils",true_positive,0.996,"Es gab auch: Lehmziegel schleppende Kinder, ein noch an der Nabelschnur hängendes Neugeborenes, Nonne und Priester einander küssend, albanische Boat people.",Zeit,1995.0
"minors, including children and pupils",true_positive,0.994,"Plusieurs centaines d'enfants regagnent leur foyer, enchantés par les aventures du Roi lion des studios Disney, projeté à l'initiative de l'association « Paris-Sarajevo ».",Monde,1995.0
"minors, including children and pupils",true_positive,0.992,"Mardi 4, pique-nique au parc de Thoiry pour les 10-14 ans, départ à 8 h 30, retour vers 19 heures ; entrée : 33 F (prévoir pique-nique).",Parisien,2000.0
parents and families,false_positive,0.992,"Dès lors, il est difficile pour Noah Scheer, président de l’Union des étudiants juifs d’Autriche, de croiser cette statue en plein centre de la capitale : « Je sais que mes arrière-grands-parents ont grandi à Vienne à l’époque de Lueger et qu’ils ont souffert de l’antisémitisme grandissant.",Mediapart,2020.0
parents and families,false_positive,0.997,"Mit Journalisten will sie nicht reden.---Wenn man etwas zu sagen habe, dann bespreche man das mit den Behörden, sagt sie.---Auf die Vorwürfe gegen Waleri K. angesprochen, antwortet sie nur: »Wir sind eine einfache Familie, die Deutschen haben uns gerettet.",Spiegel,2023.0
parents and families,false_positive,0.996,"Apeurés par la déferlante de journalistes, les parents comme les oncles de Maxime ont quitté Le Bosc-Roger-en-Roumois (Eure), 3 200 habitants, escortés par les gendarmes et dissimulés derrière de grands draps blancs.",Liberation,2001.0
parents and families,false_positive,0.996,"De la mère qui ne croit qu'en la famille aux policiers qui malmènent les petits beurs, du désarroi des sans-papiers aux bandes qui surveillent leurs territoires... tout est criant de vérité avec parfois des images pittoresques comme les jeunes qui jouent au golf sur un terrain vague avec une prise de guerre ou la mère abusive qui refuse de renseigner l'institutrice sur son fils en cavale.---En travelling, contre-plongée, panoramique, de jour ou de nuit, les bâtiments défilent, habitats-prison d'une communauté incomprise, victime bientôt coupable du malaise urbain.",Figaro,2002.0
parents and families,false_positive,0.997,"Sie kennt die gängigen Vorurteile, doch in all den Jahren kam es nie zu einer Beschwerde über die vermittelten Familien.",SZ,2016.0
parents and families,false_positive,0.992,"Im Streit mit der Verwandtschaft verkauft er schließlich Boehringer Mannheim 1997 für 19 Milliarden Mark an den  Schweizer Pharmariesen Hoffmann-LaRoche, heute Roche, die bis dato größte Übernahme in Europa überhaupt.",FAZ,2021.0
parents and families,false_negative,0.991,"Renaud Dutreil pourrait quant à lui décrocher le ministère du Budget, même si le favori pour le poste reste le maire de Meaux, Jean-François Copé, surtout en cas de nomination de ---On cite par ailleurs les noms du Marseillais Renaud Muselier pour la Jeunesse et les Sports, de Roselyne Bachelot, défenseur du Pacs, pour la Famille et les Handicapés, de Christine Albanel, ' plume ' de Chirac, du député Parisien Claude Goasguen, du sénateur du Cher Serge Vinçon, de Renaud Donnedieu de Vabres (secrétaire d'Etat à la défense) ou du député européen Brice Hortefeux, collaborateur de longue date de ---Ni François Bayrou ni Alain Madelin ne devraient rentrer au gouvernement.",Figaro,2002.0
parents and families,false_negative,0.99,"Für diejenigen, die nicht bei Freunden oder Familie unterkommen können, hat die Stadt eine Notunterkunft eingerichtet (Messe/Messehalle 1, Messering).---Auch für an Corona erkrankte Menschen gibt es eine eigene Notunterkunft mit medizinischer Betreuung (Turnhalle der 35.",Bild,2022.0
parents and families,false_negative,0.988,"Les tarifs réduits ont été utilisés par dix millions de voyageurs "" Vermeil "" : quatre millions ; "" Séjour "" : trois millions ; "" Famille "" : deux millions ; "" Couple "" : un million)",Monde,2008.0
parents and families,false_negative,0.044,"Die Diskriminierung und Mißhandlung von Frauen, die Mädchen geboren haben, ist verboten.""",Zeit,1995.0
parents and families,false_negative,0.992,"Wie entstehen Selbstzweifel?---Wir lernen, woran wir zweifeln sollen - durch Kritik von unseren Eltern und/oder Partnern, durch Erfahrungen im Berufsleben, durch das Beobachten des Umfeldes oder auch durch Filme und soziale Medien.---""Selbstzweifel und das dahinterliegende Gefühl von Scham und zum Teil Angst entstehen aufgrund unserer Umwelt, unseres Selbstbildes und unserem Glauben, was gut, richtig und akzeptabel ist"", erklärt Sabrina Fleisch.",Bild,2022.0
parents and families,false_negative,0.054,"Rechtsextremisten werden nicht geboren, sondern gemacht, von toxischen Erwachsenen, denen Kinder ausgeliefert sind.",Spiegel,2023.0
parents and families,true_positive,0.997,"Outre ce petit coup de pouce en direction des familles, la ville, en partenariat avec la Caisse d'allocations familiales (CAF) et le département, devrait ouvrir cet automne un relais d'assistantes maternelles dans le tout nouveau quartier des Berges-de-Seine.",Parisien,2000.0
parents and families,true_positive,0.997,"Pour une famille plus aisée (72 000 euros de revenus), l'économie approchera 7 500 euros.",Figaro,2002.0
parents and families,true_positive,0.993,"Cette convention, en permettant de reloger des familles rissoises, marque aussi, en principe, l'épilogue du contentieux entre les locataires et la société Propria.",Monde,1995.0
parents and families,true_positive,0.996,"Médecin de formation, membre du conseil d'administration de l'association Assedea qui regroupe des familles d'enfants nés avec agénésie, il lui a été proposé de rejoindre le futur comité d'orientation.",Mediapart,2019.0
parents and families,true_positive,0.997,"Wie die Antragstellerin und BA-Beauftragte für Barrierefreiheit Tilla Meyer (SPD) beobachtet, tun sich dabei nicht nur Senioren mit den gegenläufig öffnenden Türflügeln schwer, sondern auch Mütter mit Kinderwagen oder Reisende mit Gepäck; Rollstuhlfahrer sind dort auf fremde Hilfe angewiesen.",SZ,2016.0
parents and families,true_positive,0.997,"---Die Hinterbliebenen der ermordeten Sportler sind fassungslos---Die Sprecherin der Opfer-Familien, Ankie Spitzer, deren Ehemann André gefesselt im Hubschrauber saß und mutmaßlich von Mohamed Safady erschossen wurde, sagte zu ""Focus"": ""Für mich ist es ein Medienskandal der ARD, dass Killer für ihre menschenverachtenden Aussagen mit Geld bezahlt werden.""",Bild,2022.0
singles,false_positive,0.996,Das Unternehmen hat in den 15 Jahren seit seiner Gründung nach eigenen Angaben gut 550 000 Alleinstehende vermittelt.,FAZ,2021.0
singles,false_positive,0.992,"Als arbeitslos gilt, wer keinen Job hat, aber aktiv nach einem sucht und ihn innerhalb von zwei Wochen antreten könnte.",Spiegel,2023.0
singles,false_positive,0.996,La plupart des appartements sont des deux pièces qui seront sans doute attribués à des familles monoparentales.,Monde,1995.0
singles,false_positive,0.994,"Wenn diese jungen, oft alleinreisenden Männer zu lange ohne Beschäftigung herumsitzen, kommt es immer wieder zu Streit und Massenprügeleien.",SZ,2016.0
singles,false_positive,0.994,Retour des femmes au foyer ?,MondeDiplo,2002.0
singles,false_positive,0.995,"Die fortschreitende Ausdehnung des amnesty-Mandats, die Hinwendung von Einzelschicksalen zu ganzen Bevölkerungsgruppen wie Armen, Flüchtlingen oder Frauen und die damit verbundene Politisierung stößt nicht überall auf Verständnis.",Zeit,1995.0
singles,false_negative,0.002,Der Nivea-Hersteller gilt hier ohnehin als Vorreiter der Familienfreundlichkeit: Das Unternehmen hatte schon 1911 Stillstuben für ledige Mütter.,Welt,2008.0
singles,false_negative,0.004,"Ainsi, une personne seule dont le revenu fiscal de référence â??",Parisien,2015.0
singles,false_negative,0.01,"Einheimische junge Familien und alleinerziehende Eltern merkten Spindler zufolge den zunehmenden Druck, die steigenden Mieten noch bezahlen zu können.",SZ,2016.0
singles,false_negative,0.991,"Und es kränkt sie, dass der Ermittlungsführer sie als berechnende Taugenichtse skizziert, die alleinstehenden Männern Notlagen vor­spielen, um an Geld zu kommen.---Am Donnerstag verurteilte die Schwurgerichtskammer Christel und Sabine F. wegen Körperverletzung mit Todesfolge und Misshandlung von Schutzbefohlenen durch Unterlassen zu einer Freiheitsstrafe von sechs Jahren und sechs Monaten.---Beim Notar sei außer dem Testament auch eine Wohnrecht- und Pflegevereinbarung sowie eine Patientenverfügung festgelegt worden.",Spiegel,2023.0
singles,false_negative,0.99,Die Institution bietet in Alten- und Pflegeheimen 434 Plätze und kann 137 benachteiligte Jugendliche sowie 475 alleinstehende Wohnungslose betreuen.,Zeit,1995.0
singles,true_positive,0.992,"Ils sont ainsi des milliers, célibataires, couples, familles, qui invitent sans gêne les internautes du Monde à partager leur intimité et à les regarder vivre sans pratiquement aucun interdit (14).",MondeDiplo,2001.0
singles,true_positive,0.996,"Pas mal d'ados, et beaucoup de «salarymen», célibataires ou bons pères de famille, attirés par son journal intime ou, plus rarement, par ses tuyaux hippiques.",Liberation,2001.0
singles,true_positive,0.992,"Auffallend ist auch, dass dieselben Aufseher, die noch vor wenigen Jahren ""Harzer Roller"" und andere Käsesorten nicht für austauschbar hielten, nunmehr festgestellt haben, dass Singles, die auf  der Suche nach Akademikern sind, ohne weiteres auf Portale wie ""Mysugardaddy.eu"" oder ""Rubensfans.de"" ausweichen können.",FAZ,2021.0
singles,true_positive,0.992,"---Vergleicht man verschiedene Haushalte, dann haben Alleinlebende laut RWI fast über die ganze Bandbreite der Einkommen eine um rund 5 Prozentpunkte höhere Steuer- und Abgabenlast als Paare mit Kindern.",FAZ,2017.0
singles,true_positive,0.997,Les célibataires enceintes subissent des pressions énormes pour avorter ou pour abandonner leur bébé à la naissance.,MondeDiplo,2020.0
singles,true_positive,0.997,Aktuell sind jährliche Einzahlungen bis 25 639 Euro pro Jahr für Ledige beziehungsweise 51 278 Euro für Verheiratete förderfähig.,Bild,2022.0
"youth, including students and apprentices",false_positive,0.992,"Vendeuse au centre commercial de Vélizy, la jeune femme de 21 ans utilisait les numéros de carte bleue de ses clients pour faire ses achats sur Internet.",Parisien,2000.0
"youth, including students and apprentices",false_positive,0.992,"Entre les séries « jeunes » de AB production sur la Une et les jeux pour public plus âgé de la Trois, France 2 se cherche encore une identité.",Monde,1995.0
"youth, including students and apprentices",false_positive,0.996,Anschließend entwickelten die Schüler im Forschungslabor Zukunft eigene Ideen für eine bessere Welt von morgen.,SZ,2018.0
"youth, including students and apprentices",false_positive,0.996,"Mais seuls 350 agents locaux de médiations, des emplois jeunes chargés de la sécurité à la sortie des écoles, ont aujourd'hui répondu à l'appel",Parisien,2002.0
