hypothesis_label,bucket,prob_entail,premise,outlet,year
CEOs and corporate leaders,false_negative,0.98,"Während die Bundesligamanager zerstritten sind, flutet Kronprinz Mohammed bin Salman die Saudi Pro League aus geopolitischem Kalkül mit Geld aus dem saudischen Staatsfonds.---Weltweit ist der Fußball erfolgreich.",Spiegel,2023.0
CEOs and corporate leaders,false_negative,0.981,"Das UKM teilte dem SPIEGEL auf Anfrage mit, eine »besondere Nähe von Herr Masin zu bestimmten Pharmaherstellern« könne man nicht bestätigen.---Nach Ende seiner Kliniklaufbahn wollte sich Masin als hauptamtlicher Vorstand »voll und ganz der Stiftungsarbeit verschreiben«.",Spiegel,2023.0
CEOs and corporate leaders,true_positive,0.997,"Mit der Drohung, die Produktion ihres bis zum Jahre 2001 patentgeschützten Anti-Infektivums Ciprobay ins Ausland zu verlagern, setzten Bayers Pharmamanager durch, daß der Umsatzrenner nicht unter Billigprodukte mit abgelaufenem Patentschutz eingruppiert wurde.",Zeit,1995.0
CEOs and corporate leaders,true_positive,0.996,"Si la majorité des directeurs joue de ses relations, «  dans un milieu où tout le Monde se connaît  », souligne Francesco Bouglione, ils sont rares à avoir élaboré une véritable stratégie de recrutement mondial comme celle du Cirque du Soleil",Figaro,2006.0
CEOs and corporate leaders,true_positive,0.988,"Les quinquagénaires actuellement en place, qu'ils soient politiciens ou chef d'entreprise, sont les fils de Mai 68.",Figaro,2002.0
CEOs and corporate leaders,true_positive,0.998,"Faute de pouvoir taxer les revenus invisibles de l'économie au noir qui représentent un bon quart de l'économie nationale, les gouvernements de centre-gauche qui se sont succédé depuis 1995 avaient alourdi la ponction fiscale en multipliant les tranches d'imposition et en instituant un prélèvement régional sur les activités productives (Irap) honni de tous les chefs d'entreprise.---Le gouvernement de ---L'application de la réforme sera graduelle pour éviter de déstabiliser les finances publiques.",Figaro,2002.0
CEOs and corporate leaders,true_positive,0.995,"Comble de l'absurde : cette largesse, révélée il y a quelques mois, avait été jugée indispensable par le conseil d'administration pour éviter de forcer Bernie Ebbers à vendre une part de ses titres WorldCom, alors que ce dernier faisait l'objet d'appels de marges de la part de son courtier.---Cet exemple illustre, tout comme l'affaire Enron, les écarts de gouvernance que se sont permis certaines sociétés américaines bénéficiaires de la ' bulle spéculative ' de la fin des années 90.",Figaro,2002.0
CEOs and corporate leaders,true_positive,0.997,"Ayant en tête que l’on pouvait trouver du pétrole dans le désert du Néguev (sud d’Israël), Ball invite Epstein à étudier la faisabilité d’une réunion avec les dirigeants du secteur pétrolier, dont le vice-président d’Aramco, le directeur de Socony-Vacuum et le vice-président de la Standard Oil of New Jersey… Ainsi, les responsables de l’Agence juive aux Etats-Unis mesurent bien l’importance que Washington accorde à ses intérêts pétroliers au Proche-Orient (9) : ils cherchent à répondre aux inquiétudes des dirigeants des entreprises pétrolières et des responsables gouvernementaux américains, qui craignent qu’un soutien à l’Etat juif n’affaiblisse les Etats-Unis dans la région.",MondeDiplo,2011.0
civil servants,false_positive,0.995,"Selbst wenn man sie identifizieren könnte, würden sie kaum ausgeliefert.---Die Zurückhaltung Berlins wird in Behörden, in denen ständig Personal knapp ist und Verfahren priorisiert werden müssen, durchaus registriert.",Spiegel,2023.0
civil servants,false_positive,0.996,"Mais elles participent d’une logique nauséabonde qui n’est pas nouvelle », déplore la CGT qui considère « ce harcèlement administratif » comme illégal.",Mediapart,2021.0
civil servants,false_positive,0.996,"Es ist nicht öffentlich, doch Teilnehmer berichten von ähnlichen Erfahrungen wie Claudia Beck: Die Helfer sind unverdrossen, viele Hauptamtliche machen freiwillig jede Menge Überstunden, es gibt viel mehr clevere Lösungen und bislang ungedachte Ideen, als noch vor einem halben Jahr vorstellbar gewesen wären.",SZ,2015.0
civil servants,false_positive,0.997,"Le ministère de l'intérieur a reconnu sa compétence, mais ne lui a pas fait de fleur, un département communiste étant considéré comme délicat pour un haut fonctionnaire proche des socialistes.",Monde,1995.0
civil servants,false_positive,0.995,"Was wiederum dazu führt, dass der Fall in der internen Rangfolge nicht gerade weit vorn landet.---Ungeachtet dessen wird die BKA-Truppe angetrieben von einem Hauptkommissar, einem erfahrenen Haudegen Mitte fünfzig, der unter seinen Kollegen als gewiefter Kriminalist gilt.---Die deutschen Ermittler tauschen sich dabei immer wieder mit Beamten in Schweden und Polen aus, fahren im Frühjahr nach Warschau und Stockholm.",Spiegel,2023.0
civil servants,false_positive,0.998,"Les agents, eux, veulent des jours de congés supplémentaires, embauches ou pas ', analyse un autre responsable.",Figaro,2001.0
civil servants,false_negative,0.957,"À Pôle emploi, un algorithme a remplacé la calculatrice des agents chargés de l’indemnisation.",MondeDiplo,2022.0
civil servants,false_negative,0.995,"Das heißt: Die Beamten kümmern sich, wenn sie etwas Luft haben.---Was das in der Praxis bedeutet, weiß Jürgen Schubbert, 64.",Spiegel,2023.0
civil servants,false_negative,0.972,"Erneut: ein Rekord.---»Ich halte es für ein Problem, dass das Interesse der Jugend sich dahin wandelt, einen sicheren Beamtenjob abzukriegen das hilft dem Wachstum nicht.",Spiegel,2023.0
civil servants,false_negative,0.994,"Ohne solches Gespür für ostdeutsche Sensibilitäten hätte Geiger nicht geschafft, was ihn in den Augen der Bonner Dienstherren für den anstehenden Wechsel von Berlin nach Köln prädestiniert: den Aufbau einer inzwischen von 3000 Mitarbeitern (96 Prozent aus den neuen Ländern) bevölkerten Behörde.",Zeit,1995.0
civil servants,false_negative,0.992,"Viele Informationen stammen aus Quellen, die nicht genannt werden dürfen, sie kommen von Nachrichtendiensten, Ermittlerinnen, hochrangigen Beamten und Politikern.",Spiegel,2023.0
civil servants,false_negative,0.937,"Agé de 16 ans, il sera à son tour interpellé et poursuivi pour outrages, rébellion et dégradations de véhicules de police après s'être violemment emporté contre les fonctionnaires.",Parisien,2000.0
civil servants,true_positive,0.996,"Der größte Teil der Beamtenstellen sei freigegeben, sagte Spaenle, im Herbst würden weitere Lehrer eingestellt.",SZ,2016.0
civil servants,true_positive,0.998,"An der diesjährigen Aufnahmeprüfung für eine Beamtenlaufbahn in der Zentral­regierung nahmen gut 1,5 Millionen Jobsuchende teil.",Spiegel,2023.0
civil servants,true_positive,0.995,"Zinsen sind als Früchte angelegten Kapitals genauso einkommensteuerpflichtig wie die Löhne der Arbeiter, die Gehälter der Angestellten und Beamten, die Gewinne der Gewerbetreibenden oder der Freiberufler und die Mieteinnahmen der Wohnungsvermieter.",Zeit,1995.0
civil servants,true_positive,0.997,"Je n'ai aucune confiance dans les fonctionnaires d'aujourd'hui ', plaide de son côté Alain Grossi, président de la Fédération départementale des syndicats d'exploitants agricoles (FDSEA) et propriétaire de 2 000 hectares. '",Figaro,2002.0
civil servants,true_positive,0.996,"Das Wirtschaftsministerium wiederum stand wochenlang auf der Bremse, weil es Lindners Idee eines Kapitalmarktelements in der Rentenversicherung nicht traut.---Geht es nach den Beamten des Finanzministers, soll der Kenfo so etwas werden wie der Nukleus für eine zentrale Anlagestelle des Bundes.",Spiegel,2023.0
civil servants,true_positive,0.996,"Den Funktionären hat er geantwortet, daß er diese Ballade tatsächlich für seinen Opa schrieb, der Paco hieß und ein furchtbar autoritärer Kerl war.",Zeit,1995.0
employers,false_positive,0.988,"Les cadres de la compagnie, qui avaient orchestréun mouvement de grève générale pour protester contre la nouvelle direction nommée par ---Reste que l'apparent retour à la normale à Caracas ne doit surtout pas occulter la persistance de fortes tensions sur le marché pétrolier, nourris par le conflit israélo-palestinien.---En clair, si Colin Powell, le chef de la diplomatie américaine, revient de sa tournée au Moyen-Orient sans aucun résultat précurseur d'une détente de la situation, les pays arabes pourraient être fortement tentés de réagir. '",Figaro,2002.0
employers,false_positive,0.996,"Les difficultés de Christian Sautter ont été soldées d'une phrase : « Le passé est le passé, maintenant il faut reprendre les choses d'une autre manière... » Le nouveau patron de Bercy recevra les syndicats maison dès jeudi prochain pour « dialoguer avec eux, essayer de dégager ensemble une méthode, des objectifs ».",Parisien,2000.0
employers,false_positive,0.997,Als Arbeitnehmervertreter müssen wir uns aber um die Situation der Kolleginnen und Kollegen an den ausländischen Standorten kümmern.,SZ,2015.0
employers,false_positive,0.996,Die Bundesagentur ist mit gut 113.000 Beschäftigten eine der größten Arbeitgeberinnen Deutschlands.,Spiegel,2023.0
employers,false_positive,0.996,"2007 wurden in Deutschland insgesamt 36,5 Millionen Handys verkauft.---Der Betriebsrat des Bochumer Werkes und die IG Metall hoffen nun auf Hilfe von der Politik.",Welt,2008.0
employers,false_positive,0.996,"Pour certains, les 35 heures ont même été l'occasion de se glisser dans la peau d'un employeur / ' Les syndicats se sont mis dans un corner en faisant de la création d'emplois un préalable.",Figaro,2001.0
employers,false_negative,0.002,"Ohne solches Gespür für ostdeutsche Sensibilitäten hätte Geiger nicht geschafft, was ihn in den Augen der Bonner Dienstherren für den anstehenden Wechsel von Berlin nach Köln prädestiniert: den Aufbau einer inzwischen von 3000 Mitarbeitern (96 Prozent aus den neuen Ländern) bevölkerten Behörde.",Zeit,1995.0
employers,false_negative,0.011,"Kühling: Wenn Arbeitnehmer durch die Fernwirkungen eines Streiks freigesetzt werden und kein Kurzarbeitergeld erhalten, geraten sie in Existenznot.",Zeit,1995.0
employers,false_negative,0.977,"Mais on n'y parviendra que si employeurs et salariés parlent entre eux, que s'ils engagent le dialogue, que si le gouvernement les y encourage, que si tous se décident à négocier ensemble des choses de leur vie.",Monde,1995.0
employers,false_negative,0.993,"Hilfestellung durch ein ganzes Leben soll die Institution bieten - denkbar wäre auf dieser Ebene etwa auch, einem Arbeitgeber finanzielle Anreize zu gewähren, wenn er einem behinderten Menschen den Einstieg in den Berufsalltag ermöglicht.",SZ,2015.0
employers,false_negative,0.963,"Der Tarifindex gibt den  Durchschnitt der Lohnentwicklung an, auf die sich Gewerkschaften und Arbeitgeber in ihren regulären Tarifverhandlungen verständigt haben.",FAZ,2021.0
employers,false_negative,0.995,"Un tel projet, conçu au détriment des salariés et à l’avantage des banques, des administrateurs judiciaires et mandataires de justice, aurait donc justifié une étude d’impact sérieuse et une concertation avec les partenaires sociaux – pas seulement le patronat, qui gère, seul, ce régime de garantie des salaires, et qu’il est aussi le seul à financer, mais aussi les confédérations syndicales, qui y sont très attachées.",Mediapart,2021.0
employers,true_positive,0.996,"Pour les patrons, la lutte contre le chômage passait par l'amélioration de la rentabilité des entreprises.",Monde,1995.0
employers,true_positive,0.998,"Um die Arbeitszeitverkürzung abzuwehren, drohten die Metallarbeitgeber mit bundesweiter Aussperrung.",Zeit,1995.0
employers,true_positive,0.996,"Privilégier l'emploi, et non les salaires, ont répondu milieux gouvernementaux et patronaux à la fin de 1994.",Monde,1995.0
employers,true_positive,0.998,Il dit les soutenir et propose une médiation aux patrons de la boulange.,MondeDiplo,2022.0
employers,true_positive,0.996,"Gleichzeitig zeigen sie den Arbeitgebern, wie weit diese gehen dürfen.",Zeit,1995.0
employers,true_positive,0.997,"Le président Ernesto Zedillo s'est vu contraint, lundi 2 janvier, de reporter de vingt-quatre heures l'annonce de son « plan d'urgence économique », à la suite des désaccords survenus au cours de la négociation avec les syndicats et le patronat.",Monde,1995.0
entrepreneurs,false_positive,0.997,"Und gierige GEMA-Geldeintreiber fordern für die Musikfetzen auf der Bühne hohe Gebühren.---  ""Millionen-Schatz"" gehoben.",Bild,2022.0
entrepreneurs,false_positive,0.996,"En revanche, le pôle ' consommateurs et clients commerciaux ' a tourné à plein avec un chiffre d'affaires en hausse de 10,7 % et une hausse de 13,8 % du résultat opérationnel, lequel atteint le niveau record de 964 millions d'euros.---Sur le front des économies de gestion, le marché s'est contenté de l'annonce d'une baisse de 1,5 % des charges.",Figaro,2002.0
entrepreneurs,false_positive,0.992,"Man wolle zunächst erreichen, dass der Termin zur Entscheidung über einen neuen Investor verschoben wird, sagte der Betriebsratsvorsitzende Jürgen Thiergart.",Welt,2008.0
entrepreneurs,false_positive,0.995,"Cro, der Rapper mit der Pandamaske, hat sich bereits vor ­einiger Zeit als Maler zu erkennen gegeben und ist nach eigener Aussage bereit, »mit einer Riesenarschbombe« in den Kunstmarkt »reinzu­dippen«.---Andere Promis aus dem Musikgeschäft, deren Werke in Düsseldorf vorgestellt werden, sind längst halbe Kunstprofis, arbeiten mit Galerien zusammen.",Spiegel,2023.0
entrepreneurs,false_positive,0.982,"Aber wenn dieser Krieg schlecht verläuft, die Opfer hoch werden und sichtbar wird, was da passiert  ""---Dann, so von Fritsch, ""kann das passieren, was Putin am meisten fürchtet: Dann taucht der schwarze Schwan auf, der ihm unbekannte Führer, wie Lech Walesa 1979, der Danziger Elektriker, der sagt: ,Mir reicht's, mir nach!'",Bild,2022.0
entrepreneurs,false_positive,0.992,"Mitarbeiter der Axel Springer SE, der BILD GmbH sowie des Gewinnspielpartners dürfen nicht teilnehmen.",Bild,2022.0
entrepreneurs,false_negative,0.011,"---TARTE AUX POMMES,  ---SORBET POMME VERTE ---Les Bookinistes ---Il est de tradition de dire que les desserts sont toujours fameux dans les annexes de Guy Savoy.",Figaro,2002.0
entrepreneurs,false_negative,0.985,"""Aufgrund der hohen am Markt erzielbaren Preise erwarte ich, dass sich die durchschnittliche Haltedauer für Private-Equity-Unternehmen reduzieren wird"",  sagt Rainer Langel, Deutschlandchef der australischen Investmentbank Macquarie, und er hat nach eigenen Worten für diese Einschätzung konkrete Anhaltspunkte: ""Wir sehen einige Unternehmen wieder  im Verkauf, die erst vor zwei oder drei Jahren erworben wurden.""",FAZ,2021.0
entrepreneurs,false_negative,0.982,"En quête d’attractivité, acteurs privés et acteurs publics collaborent étroitement pour drainer une part croissante des activités humaines vers les commerces.",MondeDiplo,2021.0
entrepreneurs,false_negative,0.822,"Bei fast der Hälfte aller weltweiten Vogelarten schrumpft die Zahl der Tiere, nur sechs Prozent der Arten haben noch wachsende Populationen.---Durch die industrielle Landwirtschaft verschwinde die abwechslungsreiche Struktur auf den Feldern mitsamt Alleen, Büschen und Brachflächen, sagt der Nabu-Vogelschützer Bosch.",Bild,2022.0
entrepreneurs,false_negative,0.98,"Pour l’heure, ni les semenciers, ni les revendeurs, ni les équipes de recherche, ni les paysans ne reconnaissent leur responsabilité dans la circulation illégale de ces semences.",MondeDiplo,2018.0
entrepreneurs,false_negative,0.01,"La province la plus touchée est celle de Prey-Veng, l'un des principaux producteurs de riz, dont les trois quarts des surfaces plantées auraient été, d'une manière ou d'une autre, touchées.",Monde,1995.0
entrepreneurs,true_positive,0.996,"Gemessen an der Bereitschaft der drei Koalitionäre, sich kurzfristig zu treffen, um einen neuen Versuch zu wagen, die Streitigkeiten über die künftigen Regeln zum Erben und Schenken für Unternehmen beizulegen, dürfte ein gewisser Wille zur Einigung vorhanden sein.",SZ,2016.0
entrepreneurs,true_positive,0.996,"« Savoir que les entreprises anticipent mieux les évolutions technologiques, et vont préparer le salarié tout au long de sa vie à mieux remplir les emplois de demain, voilà plutôt les thèmes sur lesquels il faut travailler.",Parisien,2000.0
entrepreneurs,true_positive,0.998,"In Härtefällen, wenn Betriebe in ihrer Existenz bedroht sind, kann die Hilfe auch höher ausfallen, dann ist eine Entschädigung bis zu 80 Prozent möglich.",SZ,2018.0
entrepreneurs,true_positive,0.997,"Während er eine Bezahlung nach dem Einzelhandelstarif fordert, lehnt der Konzern Verhandlungen mit Verdi ab.",SZ,2016.0
entrepreneurs,true_positive,0.997,"Er hält Wissing für das Problem: »Während Unternehmen ihre Raumkonzepte überarbeiten, möchte der Bundesverkehrsminister auf Grundlage alter Entwicklungen weiter den Straßenbau vorantreiben.« Wissings Prognose sei »gewiss keine Grundlage für die Entwicklung der Verkehrsinfrastruktur«.",Spiegel,2023.0
entrepreneurs,true_positive,0.997,"""Familienfreundliche Unternehmen erkennen, dass ihre Mitarbeiter weniger oft fehlen und dazu motivierter sind"", begründet sie die Initiative.",Welt,2008.0
housewives and househusbands,false_positive,0.992,"Comme l’écrit un journaliste érythréen, « il est plus facile d’enfermer les femmes dans les traditions que dans les maisons (3) ».",MondeDiplo,1997.0
housewives and househusbands,false_positive,0.991,"Mit uns fliegen zwei Köchinnen zur Station, die dort die Arbeiter für 1000 Dollar im Monat verpflegen werden.",Welt,2008.0
housewives and househusbands,false_positive,0.989,Hervorgegangen ist all das aus einer feministischen Hausbesetzung der Achtzigerjahre   ein Protest gegen männliche Dominanz und Machtgebaren auch innerhalb der Hausbesetzerszene.---Nicht mal zum Verlegen von Stromleitungen oder für das Reparieren des Dachs sollten Männer das Grundstück betreten.,Spiegel,2023.0
housewives and househusbands,false_positive,0.997,"Et plus de la moitié de cette somme a été empruntée à la maison mère, à des taux largement supérieurs à ceux du marché, et ce jusqu’à 2022 », explique Anne de Haro, déléguée syndicale CGT, membre de l’intersyndicale qui a mené la bataille en justice.",Mediapart,2016.0
housewives and househusbands,false_positive,0.996,Ilss'interdisent toute baby-sitter et toute présence féminine dans la maison,Parisien,2009.0
housewives and househusbands,false_positive,0.994,"In der Familie wird die Hausarbeit geteilt, im Betrieb die Einnahmen, in der Politik Macht und Einfluß.",Zeit,1995.0
housewives and househusbands,false_negative,0.966,"Car beaucoup de projets, qu'ils émanent de «retraités», de militaires, de femmes au foyer, de travailleurs ou d'ingénieurs, ont un rapport avec le vol, avec l'envie de s'élever au-dessus, d'échapper au Monde quotidien et à sa pesanteur.",Liberation,1998.0
housewives and househusbands,false_negative,0.012,"Diesen Satz hört man oft von Männern, die noch nicht die 50/50-Regelung eingeführt haben, also im Grunde von allen, selbst von jenen, die stolz auf ihre positive Hausmann-Bilanz während der zweimonatigen Elternzeit verweisen können.--- Auch wenn die Männer hart an sich arbeiten: Sie selbst vertrauen ihren häuslichen Fähigkeiten auch nicht so ganz.",SZ,2016.0
housewives and househusbands,false_negative,0.951,"Après les hommes d'affaires, c'est maintenant le tour des étudiants et des femmes au foyer, qui veulent être eux aussi in.",Liberation,1999.0
housewives and househusbands,false_negative,0.967,"A un moment où le déclin de ce secteur est engagé — et où l’idéologie de la femme au foyer s’épanouit —, ce changement de définition soustrait brusquement 1,2 million de personnes, dont près de 1 million de femmes, de la population active.",MondeDiplo,2012.0
housewives and househusbands,true_positive,0.995,"Là, il taille dans le vif, s'en prenant aussi bien au protectionnisme qu'à la « thèse du partage autoritaire et généralisé du travail », à l'exclusion du marché (départ des étrangers ou retour des femmes au foyer, à droite, retraites anticipées, à gauche) et à l'augmentation de la demande globale par celle des salaires qui augmenterait le chômage structurel par suite de la hausse du travail de faibles compétences.",Monde,1995.0
housewives and househusbands,true_positive,0.996,"les femmes au foyer, les communautés silencieuses parce que ne maîtrisant pas bien le langage, les pensionnaires des maisons de retraite"".",Liberation,2000.0
housewives and househusbands,true_positive,0.991,"Chômeuses non indemnisées, chômeuses découragées qui renoncent à chercher un emploi, femmes au foyer reléguées dans un statut subi d’inactives : les voies sont variées, les appellations statistiques multiples, mais toutes mènent au même résultat : la constitution de poches de pauvreté aux frontières du chômage.",MondeDiplo,1997.0
housewives and househusbands,true_positive,0.997,"Jones gab ihm noch seine Strafe mit: ""Herzlich willkommen im 21. Jahrhundert, wo es übrigens auch Hausmänner gibt.",Bild,2022.0
housewives and househusbands,true_positive,0.996,"Demnach fahren im Schnitt in Deutschland 9,6 Prozent der Menschen einen solchen Geländewagen, aber nur 7,9 Prozent der Hausfrauen und Hausmänner.",Welt,2018.0
housewives and househusbands,true_positive,0.998,"Dans les années 1970, les féministes se demandaient si capitalisme et patriarcat exploitaient les femmes au foyer.",MondeDiplo,2019.0
retirees,false_positive,0.996,"Doch auch bei eingetragenen Lebensgemeinschaften besteht ein Anspruch auf Hinterbliebenenrente.Achtung: Durch zu hohe eigene Einkünfte kommt es hier aber oft vor, dass Renten nicht oder nur zum Teil ausgezahlt werden.",Bild,2017.0
retirees,false_positive,0.991,"Es gebe im städtischen Bestand Vierzimmer-Wohnungen, da könne man tauschen, ,,ein älteres Ehepaar wird demnächst eine solche frei machen', sagte Meinelt.---  Insgesamt wurden die Pläne positiv aufgenommen.",SZ,2017.0
retirees,false_positive,0.997,"Aujourd'hui  à Beauvais,  avec l'école Lebesgue-Prévert de 14 heures à 18 heures, à l'école Philéas-Lebesgue ;  Clermont, avec le Restaurant fraternel, salle Pommery à 20 h (ouverture des portes 18 heures) ;  Creil, à 18 heures avec l'école Victor-Hugo, salle Voltaire, 39, rue Voltaire ;  Cambronne-lès-Ribécourt, salle polyvalente du Mariquy avec la société de chasse et l'Association des vieux travailleurs, à 19 h 30 (ouverture des portes à 17 h 30) ;  Canny-sur-Matz, salle des fêtes par les Bons Vivants de Crapeaumesnil, à 20 h 30 (ouverture des portes à 18 heures) ;  Crépy-en-Valois, salle des fête par l'Union sportive, section football, à 20 h 30 ;  Le Plessis-Brion, salle multifonction avec l'Association Détente, sports et loisirs, à 20 h 30 ;  Luchy, au profit de la commune à 20 h 30 (ouverture des portes à 18 heures) ;  Therdonne, avec les parents d'élèves salle multifonction à partir de 20 heures ;  Valdampierre avec l'association Loisirs à 20 h 30, à la salle polyvalente.",Parisien,2000.0
retirees,false_positive,0.996,"Zuvor hatte er Koch im Deutschlandfunk vorgeworfen, dieser sei froh über die U-Bahn-Attacke Jugendlicher auf einen Rentner, weil diese ihm eine Vorlage für das Wahlkampfthema Ausländerkriminalität geliefert hätte.---Empört reagierte CDU-Generalsekretär ---In Hessen wurden Vorwürfe der SPD von der CDU erneut als falsch zurückgewiesen, dass Koch in seiner Regierungszeit rund 1200 Polizeistellen und 130 Richterstellen eingespart habe.",Welt,2008.0
retirees,false_positive,0.993,"Weil die Menschen älter werden, dürfte die Nachfrage weiter wachsen.---Gleichzeitig gilt das Thema als derart komplex, dass viele Ärzte mit der Behandlung überfordert sind.",Spiegel,2023.0
retirees,false_positive,0.997,"En revanche, les partisans du CSSD de Milos Zeman sont généralement plus âgés, ouvriers ou employés, retraités, de formation moyenne.",MondeDiplo,1995.0
retirees,false_negative,0.002,"« C’est difficile de s’occuper des pensionnaires…, juge Frédéric Mitterrand, qui régna à Rome de 2008 à 2009.",Mediapart,2015.0
retirees,false_negative,0.994,"Wie die Antragstellerin und BA-Beauftragte für Barrierefreiheit Tilla Meyer (SPD) beobachtet, tun sich dabei nicht nur Senioren mit den gegenläufig öffnenden Türflügeln schwer, sondern auch Mütter mit Kinderwagen oder Reisende mit Gepäck; Rollstuhlfahrer sind dort auf fremde Hilfe angewiesen.",SZ,2016.0
retirees,false_negative,0.975,"Pas moins de quatre manifestations, sans compter celle du FN, sont organisées.---L'ensemble des syndicats, à l'exception de Force ouvrière et de la CGE-CGC, invitent les salariés, les chômeurs, les retraités, à manifester dans l'après-midi ' pour faire barrage à ---Fidèle à sa tradition, Force ouvrière sera à la fois dans le défilé et en dehors, à Paris comme dans plusieurs villes de province.",Figaro,2002.0
retirees,false_negative,0.994,"2008 fassten die Rentner den Entschluss, eine Wohngemeinschaft im Alter zu gründen.",SZ,2018.0
retirees,false_negative,0.975,"Car beaucoup de projets, qu'ils émanent de «retraités», de militaires, de femmes au foyer, de travailleurs ou d'ingénieurs, ont un rapport avec le vol, avec l'envie de s'élever au-dessus, d'échapper au Monde quotidien et à sa pesanteur.",Liberation,1998.0
retirees,false_negative,0.977,Neben der Kritik am Unterföhringer Seniorenzentrum ging es um die im Koalitionsvertrag von SPD und Union vorgesehenen 8000 zusätzlichen Pflegekräfte.,SZ,2018.0
retirees,true_positive,0.995,"Ce régime spécial de retraite, auquel cotisent les collectivités locales et les hôpitaux, bénéficie, notamment grâce à la décentralisation, d'un régime démographique favorable, avec plus de trois actifs pour un pensionné.",Monde,1995.0
retirees,true_positive,0.996,Das Zusammenleben der Senioren in der WG ist mit einem Vertrag geregelt.,SZ,2018.0
retirees,true_positive,0.997,Teilweise ist das sogar gängige Praxis: Freiwillig versicherte Rentner zum Beispiel müssen sich alle Einkunftsarten anrechnen lassen.,Zeit,1995.0
retirees,true_positive,0.998,"Elmar Ziegler forderte aus seiner Sicht als Seniorenreferent nicht nur ein Ampertal-, sondern ein Landkreiskonzept der Mobilität: ,,Andere Gemeinde im Norden, wie Gammelsdorf, sind weitaus schlimmer dran als Langenbach.'",SZ,2016.0
retirees,true_positive,0.995,"Beaucoup de jeunes gens et de familles, des fonctionnaires, des chômeurs, des retraités, des salariés du privé, bref la société civile était tout entière réunie. '",Figaro,2002.0
retirees,true_positive,0.996,"Les propriétaires occupants obtiendront des aides de l'Etat, de la région et des caisses de retraite s'ils sont retraités.",Parisien,2000.0
self-employed and freelancers,false_positive,0.997,La capacité des « europreneurs » à diriger les entreprises en équipe serait aussi plus prononcée que dans les deux autres pôles de la triade.,Monde,1995.0
self-employed and freelancers,false_positive,0.998,"Mein Mann ist selbstständig und regelt seine Aufträge so, dass er sie mit Haushalt und Kindern unter einen Hut bekommt.",Bild,2022.0
self-employed and freelancers,false_positive,0.532,"« C’est un budget pour tous les Français », insiste ainsi dans Le Monde Bruno Le Maire, qui décline les baisses d’impôts pour « les travailleurs » (la suppression des cotisations salariales santé et chômage), pour « les ménages » (suppression progressive de la taxe d’habitation), pour les « entreprises » (baisse du taux de l’impôt sur les sociétés) et pour les « entrepreneurs » (pour la réforme de l’ISF).",Mediapart,2017.0
