hypothesis_label,bucket,prob_entail,premise,outlet,year
extremists,true_positive,0.966,"En outre, le ministère de l'intérieur a commencé à s'attaquer aux extrémistes musulmans qui vivent à l'étranger.",Monde,1995.0
extremists,true_positive,0.985,"An diesem Dienstag hat beispielsweise die baden-württembergische Polizei einen angeblichen Islamistentreffpunkt in Stuttgart durchsucht, ein islamisches Bildungs- und Kulturzentrum - nach Angaben von Innenminister Reinhold Gall eine von Salafisten dominierte Einrichtung, die den Islamischen Staat unterstützen soll.",SZ,2015.0
extremists,true_positive,0.973,L'Egypte s'apprête à insister sur le fait qu'aucun régime arabe même les plus proches des islamistes n'est à l'abri de la surenchère et de la violence extrémistes.,Monde,1995.0
"offenders, criminals, prisoners and/or accused people",false_positive,0.967,"La mère de Rachel Siprien, une jeune fille disparue depuis six mois, s'adresse à des détectives privés, trouvant que la police piétine.",Figaro,2002.0
"offenders, criminals, prisoners and/or accused people",false_positive,0.987,"Et de détruire du même coup les alibis des protagonistes de l'époque et de trouver le coupable.---Des données inestimables pour les enquêteurs et, plus prosaïquement, pour les romanciers comme Patricia Cornwell, célèbre auteur de romans policiers, que l'on voit fureter dans la ferme et déambuler à travers les corps.",Figaro,2002.0
"offenders, criminals, prisoners and/or accused people",false_positive,0.942,Les juifs sont plus en sécurité en Tunisie qu'en France.,Figaro,2002.0
"offenders, criminals, prisoners and/or accused people",false_positive,0.94,"Cette dernière transaction a été rejetée par l'office des cartels allemands, laissant ainsi les mains libres à Liberty pour entrer dans Premiere.---La situation de la chaîne cryptée est fragile.",Figaro,2002.0
"offenders, criminals, prisoners and/or accused people",false_positive,0.988,"Über seinen Computer lief zeitweise auch ein Neonazi-Magazin, in dem schon kurz nach der Jahrtausendwende eine Grußbotschaft mit NSU-Bezug auftauchte.---  Bei Vernehmungen hat Corelli Kontakte zu den Terroristen bestritten.",SZ,2015.0
"offenders, criminals, prisoners and/or accused people",false_positive,0.98,"Da er seine Wanderung über eine App trackte, konnten die Ermittler seinen Weg bis zum Grünsteinklettersteig verfolgen.",Bild,2022.0
"offenders, criminals, prisoners and/or accused people",false_negative,0.96,C'est pourquoi nous sommes des plus vigilants surtout quand on sait que c'est surtout en fin de manifestation que les casseurs ou ceux qui sont venus piller se mettent à l'oeuvre. ',Figaro,2002.0
"offenders, criminals, prisoners and/or accused people",false_negative,0.96,"Selbst Bürger*innen, die den Klimawandel als menschengemacht ansehen, reagieren immer mehr genervt und mit weniger statt mit mehr Sensibilität.---Stefan Duschka, Nürnberg---Eine solche Täter-Opfer-Umkehr wie in diesem Bericht ist ja nur schwer zu ertragen.",Spiegel,2023.0
"offenders, criminals, prisoners and/or accused people",false_negative,0.011,"Das Vereinsvermögen wurde beschlagnahmt.---Letztes Verbot 2012---Zuletzt wurde in der Hauptstadt im Jahr 2012 die Hells-Angels-Ortsgruppe ""Berlin City"" durch Ex-Innensenator Frank Henkel (CDU) verboten.",Bild,2022.0
"offenders, criminals, prisoners and/or accused people",false_negative,0.368,"---Die Hinterbliebenen der ermordeten Sportler sind fassungslos---Die Sprecherin der Opfer-Familien, Ankie Spitzer, deren Ehemann André gefesselt im Hubschrauber saß und mutmaßlich von Mohamed Safady erschossen wurde, sagte zu ""Focus"": ""Für mich ist es ein Medienskandal der ARD, dass Killer für ihre menschenverachtenden Aussagen mit Geld bezahlt werden.""",Bild,2022.0
"offenders, criminals, prisoners and/or accused people",false_negative,0.96,Jeden Tag nimmt die Polizei Anzeigen zu Diebstählen auf oder erwischt die Täter auf frischer Tat.,Bild,2022.0
"offenders, criminals, prisoners and/or accused people",false_negative,0.889,---In Dresden gibt es keine Camorra.,FAZ,2021.0
"offenders, criminals, prisoners and/or accused people",true_positive,0.978,"L'un des organisateurs recrutait des passeurs, souvent des femmes plutôt jolies, notamment dans les agences intérimaires américaines.",Parisien,2000.0
"offenders, criminals, prisoners and/or accused people",true_positive,0.987,"""Uns war natürlich klar, dass es diese Szene gibt und dass Pädophile sich im Netz zu den Taten verabreden.",Bild,2022.0
"offenders, criminals, prisoners and/or accused people",true_positive,0.988,"Compte tenu du nombre de gens présents, les voyous auront du mal à agir ', prévoyait l'un des surveillants.",Figaro,2002.0
"offenders, criminals, prisoners and/or accused people",true_positive,0.987,"Darin definierten die deutschen Genossen eine bessere Ausstattung der Polizei, Abschiebung von Straftätern und sichere Grenzen als »Kernaufgabe der Sozialdemokratie«.---Dirk Wiese wünscht sich noch immer eine klare Haltung der SPD in diesen Fragen.",Spiegel,2023.0
"offenders, criminals, prisoners and/or accused people",true_positive,0.988,"Nein, die Änderung gilt nicht, wenn sie in zeitlichem Zusammenhang mit dem Verteidigungsfall erfolgt.---Können Kriminelle künftig einfacher untertauchen, indem sie Namen und Geschlechtseintrag ändern?",Spiegel,2023.0
"offenders, criminals, prisoners and/or accused people",true_positive,0.987,"Cette volte-face a naturellement effacé l'accusation d'extorsion de fonds mais pas celle d'association de malfaiteurs.---Si elle ignore toujours ce que ces hommes venaient faire à Sartène, l'accusation soutient qu'ils préparaient ' un ou plusieurs crimes ou délits ' comme en témoignent les armes et les voitures volées saisies.",Figaro,2002.0
"terrorists, rebels, revolutionaries and/or movements of armed resistance",false_positive,0.97,Der Erfolg der AfD treibt sie allerdings viel mehr um.,SZ,2016.0
"terrorists, rebels, revolutionaries and/or movements of armed resistance",false_positive,0.942,"Die Insel nahe dem östlichsten Punkt Dänemarks hat kaum 100 Einwohner, aber sie ist bei Tagestouristen beliebt, die von der Ferieninsel Bornholm übersetzen und sich in einer Hafenbude mit Kryddersild eindecken, eingelegtem Kräuterhering.---Für das Sprengkommando dürfte dagegen etwas ganz anderes gezählt haben: Christiansø ist der nächstgelegene Hafen zu den Anschlagsorten.",Spiegel,2023.0
"terrorists, rebels, revolutionaries and/or movements of armed resistance",false_positive,0.978,"Mitgliedern mehrerer Rockerclubs wurde das Tragen ihrer Aufnäher und Vereinszeichen an ihren Westen, den sogenannten ""Kutten"", in der Öffentlichkeit untersagt.",Bild,2022.0
"terrorists, rebels, revolutionaries and/or movements of armed resistance",false_positive,0.913,"Les autorités vont déployer ce lundi soir 148 000 membres des forces de sécurité, dont 12 000 dans la capitale, théâtre de scènes de guérilla urbaine lors des manifestations des «gilets jaunes».",Liberation,2001.0
"terrorists, rebels, revolutionaries and/or movements of armed resistance",false_positive,0.964,"A bas, à bas, le Front national ' ou ' Nous sommes tous des enfants d'immigrés, première, deuxième, troisième génération '.",Figaro,2002.0
"terrorists, rebels, revolutionaries and/or movements of armed resistance",false_positive,0.975,"Ein Teil der AfD ist rechtsradikal, den muss man in der Tat  dämonisieren, aber alle anderen nicht.",FAZ,2021.0
"terrorists, rebels, revolutionaries and/or movements of armed resistance",false_negative,0.877,"Als der Skipper des SPIEGEL- und ZDF-Teams vorab eine Anlegeposition beim Hafenmeister reservieren will, fragt der ­zurück: »Wollt ihr denselben Platz wie die Terroristen?«---Reden wollen die Hafenmitarbeiter über die »Andromeda« und ihren Aufenthalt dann aber kaum, jedenfalls nicht öffentlich.",Spiegel,2023.0
"terrorists, rebels, revolutionaries and/or movements of armed resistance",false_negative,0.952,"Früher war die RAF ihr Gegner, dann der »Nationalsozialistische Untergrund«, russische Cyberkrieger und militante Reichsbürger.",Spiegel,2023.0
"terrorists, rebels, revolutionaries and/or movements of armed resistance",false_negative,0.887,Ancien trésorier de la Cuncolta la vitrine légale du FLNC-Canal historique (clandestin) il avait pris ses distance mais continuait de recevoir chez lui des membres du mouvement.,Monde,1995.0
"terrorists, rebels, revolutionaries and/or movements of armed resistance",false_negative,0.96,"Den Saboteuren drohte sie: ""Jede vorsätzliche Störung der aktiven europäischen Energieinfrastruktur ist inakzeptabel und wird zur stärkstmöglichen Reaktion führen.""",Bild,2022.0
"terrorists, rebels, revolutionaries and/or movements of armed resistance",false_negative,0.781,Er erklärte den Internationalismus zur Pflicht eines jeden Revolutionärs.,Zeit,1995.0
"terrorists, rebels, revolutionaries and/or movements of armed resistance",false_negative,0.965,Les premiers exigent que la fédération belge se transforme en (...) → Le conflit qui oppose Tel-Aviv au Hamas se distingue par la volonté d’anéantissement exprimée par chacun des camps et la magnitude des pertes en vies humaines qu’il a engendrées.,MondeDiplo,2008.0
"terrorists, rebels, revolutionaries and/or movements of armed resistance",true_positive,0.971,"---Wer als CSU-Politiker oder sogar von der SPD die Letzte Generation mit den Taliban vergleicht, zeigt, dass er/sie keine Ahnung hat, was die Taliban sind und anrichten.",Spiegel,2023.0
"terrorists, rebels, revolutionaries and/or movements of armed resistance",true_positive,0.987,"Nach SPIEGEL-Informationen sind sich die Ermittler sicher, dass sich die Saboteure vor und nach dem Anschlag in der Ukraine aufgehalten haben.",Spiegel,2023.0
"terrorists, rebels, revolutionaries and/or movements of armed resistance",true_positive,0.979,"Und die Saboteure hatten mehr als genug Zeit, das Land zu verlassen und ihre Spuren zu verwischen.---Neun Monate später, an einem Samstagmittag im Juni, steht Bundesinnenministerin Faeser (SPD) am Hafenkai in Rostock-Warnemünde.",Spiegel,2023.0
"terrorists, rebels, revolutionaries and/or movements of armed resistance",true_positive,0.987,"Die Eingreiftruppe von etwa 250 Mann müsse gegen Taliban-Terroristen kämpfen, wenn die deutschen Wiederaufbau-Teams bedrängt würden.",Welt,2008.0
"terrorists, rebels, revolutionaries and/or movements of armed resistance",true_positive,0.987,"Einer der Beamten war später der Truppführer der Polizistin Michèle Kiesewetter, die 2007 von den NSU-Terroristen ermordet wurde.",SZ,2015.0
"terrorists, rebels, revolutionaries and/or movements of armed resistance",true_positive,0.988,"RECONNU coupable de participation à une association de malfaiteurs terroriste, de détention d'armes, de munitions et d'explosifs, Charles-Joseph Pieri, secrétaire national d'A Cuncolta independentista pour la Haute-Corse, a été condamné, jeudi 15 juin, à quatre ans d'emprisonnement, dont un avec sursis, et cinq ans d'interdiction des droits civiques par la dixième chambre du tribunal correctionnel de Paris",Monde,2001.0
