sentence_id,premise,hypothesis,nli_label,pred_label,prob_entail,date,hypothesis_label,outlet,country,year,decade,prob_entail_corrected,pred_label_corrected,fold,y_bin,threshold_used,pred_label_thresh
14,"Ja, aber der Betreiber kann im Rahmen seines Hausrechts Einzelnen den Zugang verwehren.---Könnten sich Männer im Kriegsfall vor der Einberufung drücken, indem sie ihr Geschlecht kurzfristig ändern?","This sentence refers to social deviance as a social group, specifically ""offenders, criminals, prisoners and/or accused people"".",1,1,0.008081894,2023-08-26,"offenders, criminals, prisoners and/or accused people",Spiegel,Germany,2023.0,2020.0,0.00019486501898715965,1,0,0,0.9357208,1
14,"Ja, aber der Betreiber kann im Rahmen seines Hausrechts Einzelnen den Zugang verwehren.---Könnten sich Männer im Kriegsfall vor der Einberufung drücken, indem sie ihr Geschlecht kurzfristig ändern?","This sentence refers to social deviance as a social group, specifically ""drug addicts"".",1,1,0.006393877,2023-08-26,drug addicts,Spiegel,Germany,2023.0,2020.0,0.00015390912180853142,1,0,0,0.9411113,1
25,"Mit Obernosterers Landsfrau Elisabeth Baldauf, 25, bekommen auch die Neuhauser Damen eine starke neue Kraft an die Seite gestellt.","This sentence refers to social deviance as a social group, specifically ""extremists"".",1,1,0.0061005913,2016-09-10,extremists,SZ,Germany,2016.0,2010.0,0.00014680705462124963,1,0,0,0.7999054,1
25,"Mit Obernosterers Landsfrau Elisabeth Baldauf, 25, bekommen auch die Neuhauser Damen eine starke neue Kraft an die Seite gestellt.","This sentence refers to social deviance as a social group, specifically ""terrorists, rebels, revolutionaries and/or movements of armed resistance"".",1,1,0.006150076,2016-09-10,"terrorists, rebels, revolutionaries and/or movements of armed resistance",SZ,Germany,2016.0,2010.0,0.0001480050657290722,1,0,0,0.9604877,1
25,"Mit Obernosterers Landsfrau Elisabeth Baldauf, 25, bekommen auch die Neuhauser Damen eine starke neue Kraft an die Seite gestellt.","This sentence refers to social deviance as a social group, specifically ""offenders, criminals, prisoners and/or accused people"".",1,1,0.0061613983,2016-09-10,"offenders, criminals, prisoners and/or accused people",SZ,Germany,2016.0,2010.0,0.00014827919189549875,1,0,0,0.9357208,1
25,"Mit Obernosterers Landsfrau Elisabeth Baldauf, 25, bekommen auch die Neuhauser Damen eine starke neue Kraft an die Seite gestellt.","This sentence refers to social deviance as a social group, specifically ""drug addicts"".",1,1,0.0061287237,2016-09-10,drug addicts,SZ,Germany,2016.0,2010.0,0.00014748811808211525,1,0,0,0.9411113,1
33,Fünf Bewohner aus der Kinderbaracke wurden später im Kinderzentrum betreut.,"This sentence refers to social deviance as a social group, specifically ""extremists"".",1,1,0.0062068515,2015-04-30,extremists,SZ,Germany,2015.0,2010.0,0.00014937972855077992,1,0,0,0.7999054,1
33,Fünf Bewohner aus der Kinderbaracke wurden später im Kinderzentrum betreut.,"This sentence refers to social deviance as a social group, specifically ""terrorists, rebels, revolutionaries and/or movements of armed resistance"".",1,1,0.0060149943,2015-04-30,"terrorists, rebels, revolutionaries and/or movements of armed resistance",SZ,Germany,2015.0,2010.0,0.00014473504941167555,1,0,0,0.9604877,1
33,Fünf Bewohner aus der Kinderbaracke wurden später im Kinderzentrum betreut.,"This sentence refers to social deviance as a social group, specifically ""offenders, criminals, prisoners and/or accused people"".",1,1,0.0061328323,2015-04-30,"offenders, criminals, prisoners and/or accused people",SZ,Germany,2015.0,2010.0,0.00014758758723244897,1,0,0,0.9357208,1
33,Fünf Bewohner aus der Kinderbaracke wurden später im Kinderzentrum betreut.,"This sentence refers to social deviance as a social group, specifically ""drug addicts"".",1,1,0.006222805,2015-04-30,drug addicts,SZ,Germany,2015.0,2010.0,0.00014976602633208822,1,0,0,0.9411113,1
61,"Erfolgt auf Roberto Di Matteo, der vom Klub entlassen worden war, nachdem die Schalker in dieser Saison ihre Ziele verfehlt hatten.---  Breitenreiter soll auf Schalke einen Vertrag bis zum 30.","This sentence refers to social deviance as a social group, specifically ""extremists"".",1,1,0.006132484,2015-06-13,extremists,SZ,Germany,2015.0,2010.0,0.00014757915486303196,1,0,0,0.7999054,1
61,"Erfolgt auf Roberto Di Matteo, der vom Klub entlassen worden war, nachdem die Schalker in dieser Saison ihre Ziele verfehlt hatten.---  Breitenreiter soll auf Schalke einen Vertrag bis zum 30.","This sentence refers to social deviance as a social group, specifically ""terrorists, rebels, revolutionaries and/or movements of armed resistance"".",1,1,0.0059365425,2015-06-13,"terrorists, rebels, revolutionaries and/or movements of armed resistance",SZ,Germany,2015.0,2010.0,0.00014283631046122305,1,0,0,0.9604877,1
61,"Erfolgt auf Roberto Di Matteo, der vom Klub entlassen worden war, nachdem die Schalker in dieser Saison ihre Ziele verfehlt hatten.---  Breitenreiter soll auf Schalke einen Vertrag bis zum 30.","This sentence refers to social deviance as a social group, specifically ""offenders, criminals, prisoners and/or accused people"".",1,1,0.006073042,2015-06-13,"offenders, criminals, prisoners and/or accused people",SZ,Germany,2015.0,2010.0,0.00014614014402111665,1,0,0,0.9357208,1
61,"Erfolgt auf Roberto Di Matteo, der vom Klub entlassen worden war, nachdem die Schalker in dieser Saison ihre Ziele verfehlt hatten.---  Breitenreiter soll auf Schalke einen Vertrag bis zum 30.","This sentence refers to social deviance as a social group, specifically ""drug addicts"".",1,1,0.0060590873,2015-06-13,drug addicts,SZ,Germany,2015.0,2010.0,0.00014580234385596293,1,0,0,0.9411113,1
63,Blickpunkt Hannover---Die 96-Arena ist Freitag mit 49 000 Zuschauern ausverkauft.,"This sentence refers to social deviance as a social group, specifically ""extremists"".",1,1,0.0061742,2022-09-28,extremists,Bild,Germany,2022.0,2020.0,0.00014858914341405347,1,0,0,0.7999054,1
63,Blickpunkt Hannover---Die 96-Arena ist Freitag mit 49 000 Zuschauern ausverkauft.,"This sentence refers to social deviance as a social group, specifically ""terrorists, rebels, revolutionaries and/or movements of armed resistance"".",1,1,0.006130153,2022-09-28,"terrorists, rebels, revolutionaries and/or movements of armed resistance",Bild,Germany,2022.0,2020.0,0.00014752272132471039,1,0,0,0.9604877,1
63,Blickpunkt Hannover---Die 96-Arena ist Freitag mit 49 000 Zuschauern ausverkauft.,"This sentence refers to social deviance as a social group, specifically ""offenders, criminals, prisoners and/or accused people"".",1,1,0.006271837,2022-09-28,"offenders, criminals, prisoners and/or accused people",Bild,Germany,2022.0,2020.0,0.0001509533621302846,1,0,0,0.9357208,1
63,Blickpunkt Hannover---Die 96-Arena ist Freitag mit 49 000 Zuschauern ausverkauft.,"This sentence refers to social deviance as a social group, specifically ""drug addicts"".",1,1,0.0062619215,2022-09-28,drug addicts,Bild,Germany,2022.0,2020.0,0.0001507132438325433,1,0,0,0.9411113,1
69,"Tatverdächtige, die später festgenommen wurden, konnten von Zeugen nicht identifiziert werden.","This sentence refers to social deviance as a social group, specifically ""extremists"".",1,1,0.006402662,2021-10-15,extremists,FAZ,Germany,2021.0,2020.0,0.00015412191831305606,1,0,0,0.7999054,1
69,"Tatverdächtige, die später festgenommen wurden, konnten von Zeugen nicht identifiziert werden.","This sentence refers to social deviance as a social group, specifically ""terrorists, rebels, revolutionaries and/or movements of armed resistance"".",1,1,0.006175307,2021-10-15,"terrorists, rebels, revolutionaries and/or movements of armed resistance",FAZ,Germany,2021.0,2020.0,0.00014861594618379738,1,0,0,0.9604877,1
69,"Tatverdächtige, die später festgenommen wurden, konnten von Zeugen nicht identifiziert werden.","This sentence refers to social deviance as a social group, specifically ""offenders, criminals, prisoners and/or accused people"".",0,0,0.98754823,2021-10-15,"offenders, criminals, prisoners and/or accused people",FAZ,Germany,2021.0,2020.0,0.6548367077855161,0,0,1,0.9357208,0
69,"Tatverdächtige, die später festgenommen wurden, konnten von Zeugen nicht identifiziert werden.","This sentence refers to social deviance as a social group, specifically ""drug addicts"".",1,1,0.006291825,2021-10-15,drug addicts,FAZ,Germany,2021.0,2020.0,0.00015143741492531175,1,0,0,0.9411113,1
74,"---Dass Ernten unterschiedlich ausfallen, sei für Landwirte nicht neu, sagte Hemmerling.","This sentence refers to social deviance as a social group, specifically ""extremists"".",1,1,0.006302285,2021-10-15,extremists,FAZ,Germany,2021.0,2020.0,0.00015169073409899972,1,0,0,0.7999054,1
74,"---Dass Ernten unterschiedlich ausfallen, sei für Landwirte nicht neu, sagte Hemmerling.","This sentence refers to social deviance as a social group, specifically ""terrorists, rebels, revolutionaries and/or movements of armed resistance"".",1,1,0.0063210167,2021-10-15,"terrorists, rebels, revolutionaries and/or movements of armed resistance",FAZ,Germany,2021.0,2020.0,0.00015214438943448168,1,0,0,0.9604877,1
74,"---Dass Ernten unterschiedlich ausfallen, sei für Landwirte nicht neu, sagte Hemmerling.","This sentence refers to social deviance as a social group, specifically ""offenders, criminals, prisoners and/or accused people"".",1,1,0.008309698,2021-10-15,"offenders, criminals, prisoners and/or accused people",FAZ,Germany,2021.0,2020.0,0.0002004025856958998,1,0,0,0.9357208,1
74,"---Dass Ernten unterschiedlich ausfallen, sei für Landwirte nicht neu, sagte Hemmerling.","This sentence refers to social deviance as a social group, specifically ""drug addicts"".",1,1,0.0062360438,2021-10-15,drug addicts,FAZ,Germany,2021.0,2020.0,0.00015008659960323586,1,0,0,0.9411113,1
76,Rund ein Drittel aller Passagiere werden auf den Deutschland-Strecken aber mit im Ausland stationierten Flugzeugen befördert.,"This sentence refers to social deviance as a social group, specifically ""extremists"".",1,1,0.006144475,2018-08-09,extremists,SZ,Germany,2018.0,2010.0,0.0001478694612014604,1,0,0,0.7999054,1
76,Rund ein Drittel aller Passagiere werden auf den Deutschland-Strecken aber mit im Ausland stationierten Flugzeugen befördert.,"This sentence refers to social deviance as a social group, specifically ""terrorists, rebels, revolutionaries and/or movements of armed resistance"".",1,1,0.0060312403,2018-08-09,"terrorists, rebels, revolutionaries and/or movements of armed resistance",SZ,Germany,2018.0,2010.0,0.00014512828170375484,1,0,0,0.9604877,1
76,Rund ein Drittel aller Passagiere werden auf den Deutschland-Strecken aber mit im Ausland stationierten Flugzeugen befördert.,"This sentence refers to social deviance as a social group, specifically ""offenders, criminals, prisoners and/or accused people"".",1,1,0.006196915,2018-08-09,"offenders, criminals, prisoners and/or accused people",SZ,Germany,2018.0,2010.0,0.00014913913242369314,1,0,0,0.9357208,1
76,Rund ein Drittel aller Passagiere werden auf den Deutschland-Strecken aber mit im Ausland stationierten Flugzeugen befördert.,"This sentence refers to social deviance as a social group, specifically ""drug addicts"".",1,1,0.0061919806,2018-08-09,drug addicts,SZ,Germany,2018.0,2010.0,0.00014901965572743824,1,0,0,0.9411113,1
77,Wären Schläger in der Hand nicht eine erfreuliche Alternative zu den Schlägern im politischen Geschäft?,"This sentence refers to social deviance as a social group, specifically ""extremists"".",1,1,0.007967639,1995-07-07,extremists,Zeit,Germany,1995.0,1990.0,0.00019208858930787147,1,0,0,0.7999054,1
77,Wären Schläger in der Hand nicht eine erfreuliche Alternative zu den Schlägern im politischen Geschäft?,"This sentence refers to social deviance as a social group, specifically ""terrorists, rebels, revolutionaries and/or movements of armed resistance"".",1,1,0.012376135,1995-07-07,"terrorists, rebels, revolutionaries and/or movements of armed resistance",Zeit,Germany,1995.0,1990.0,0.0002996708407656976,1,0,0,0.9604877,1
77,Wären Schläger in der Hand nicht eine erfreuliche Alternative zu den Schlägern im politischen Geschäft?,"This sentence refers to social deviance as a social group, specifically ""offenders, criminals, prisoners and/or accused people"".",1,0,0.98525894,1995-07-07,"offenders, criminals, prisoners and/or accused people",Zeit,Germany,1995.0,1990.0,0.61521177155698,0,0,0,0.9357208,0
77,Wären Schläger in der Hand nicht eine erfreuliche Alternative zu den Schlägern im politischen Geschäft?,"This sentence refers to social deviance as a social group, specifically ""drug addicts"".",1,1,0.0077575142,1995-07-07,drug addicts,Zeit,Germany,1995.0,1990.0,0.00018698412467600022,1,0,0,0.9411113,1
82,"Hinter ihr liegt eine Woche, in der sie mit ihrem Vorstoß für strengere Regeln bei der Abschiebung von Migranten die Schlagzeilen bestimmt hat.","This sentence refers to social deviance as a social group, specifically ""extremists"".",1,1,0.0066892984,2023-08-19,extremists,Spiegel,Germany,2023.0,2020.0,0.00016106704384931479,1,0,0,0.7999054,1
82,"Hinter ihr liegt eine Woche, in der sie mit ihrem Vorstoß für strengere Regeln bei der Abschiebung von Migranten die Schlagzeilen bestimmt hat.","This sentence refers to social deviance as a social group, specifically ""terrorists, rebels, revolutionaries and/or movements of armed resistance"".",1,1,0.006261916,2023-08-19,"terrorists, rebels, revolutionaries and/or movements of armed resistance",Spiegel,Germany,2023.0,2020.0,0.00015071311064331736,1,0,0,0.9604877,1
82,"Hinter ihr liegt eine Woche, in der sie mit ihrem Vorstoß für strengere Regeln bei der Abschiebung von Migranten die Schlagzeilen bestimmt hat.","This sentence refers to social deviance as a social group, specifically ""offenders, criminals, prisoners and/or accused people"".",1,1,0.018129814,2023-08-19,"offenders, criminals, prisoners and/or accused people",Spiegel,Germany,2023.0,2020.0,0.0004414979403482736,1,0,0,0.9357208,1
82,"Hinter ihr liegt eine Woche, in der sie mit ihrem Vorstoß für strengere Regeln bei der Abschiebung von Migranten die Schlagzeilen bestimmt hat.","This sentence refers to social deviance as a social group, specifically ""drug addicts"".",1,1,0.006132681,2023-08-19,drug addicts,Spiegel,Germany,2023.0,2020.0,0.00014758392424726494,1,0,0,0.9411113,1
90,---Ihre Ideen wollen die Macher jetzt zuerst im Bezirksrat Mitte vorstellen.,"This sentence refers to social deviance as a social group, specifically ""extremists"".",1,1,0.006234602,2022-09-30,extremists,Bild,Germany,2022.0,2020.0,0.00015005168647688768,1,0,0,0.7999054,1
90,---Ihre Ideen wollen die Macher jetzt zuerst im Bezirksrat Mitte vorstellen.,"This sentence refers to social deviance as a social group, specifically ""terrorists, rebels, revolutionaries and/or movements of armed resistance"".",1,1,0.006081642,2022-09-30,"terrorists, rebels, revolutionaries and/or movements of armed resistance",Bild,Germany,2022.0,2020.0,0.00014634832805646624,1,0,0,0.9604877,1
90,---Ihre Ideen wollen die Macher jetzt zuerst im Bezirksrat Mitte vorstellen.,"This sentence refers to social deviance as a social group, specifically ""offenders, criminals, prisoners and/or accused people"".",1,1,0.0061116857,2022-09-30,"offenders, criminals, prisoners and/or accused people",Bild,Germany,2022.0,2020.0,0.00014707563689815171,1,0,0,0.9357208,1
90,---Ihre Ideen wollen die Macher jetzt zuerst im Bezirksrat Mitte vorstellen.,"This sentence refers to social deviance as a social group, specifically ""drug addicts"".",1,1,0.0062335385,2022-09-30,drug addicts,Bild,Germany,2022.0,2020.0,0.00015002593393248585,1,0,0,0.9411113,1
95,Zum ersten Relegations-Spiel in Berlin (1:0) reisten 20 000 Hamburger mit.,"This sentence refers to social deviance as a social group, specifically ""extremists"".",1,1,0.006149876,2022-10-04,extremists,Bild,Germany,2022.0,2020.0,0.00014800022354921833,1,0,0,0.7999054,1
95,Zum ersten Relegations-Spiel in Berlin (1:0) reisten 20 000 Hamburger mit.,"This sentence refers to social deviance as a social group, specifically ""terrorists, rebels, revolutionaries and/or movements of armed resistance"".",1,1,0.006123983,2022-10-04,"terrorists, rebels, revolutionaries and/or movements of armed resistance",Bild,Germany,2022.0,2020.0,0.00014737334679666597,1,0,0,0.9604877,1
95,Zum ersten Relegations-Spiel in Berlin (1:0) reisten 20 000 Hamburger mit.,"This sentence refers to social deviance as a social group, specifically ""offenders, criminals, prisoners and/or accused people"".",1,1,0.006371864,2022-10-04,"offenders, criminals, prisoners and/or accused people",Bild,Germany,2022.0,2020.0,0.00015337592342980655,1,0,0,0.9357208,1
95,Zum ersten Relegations-Spiel in Berlin (1:0) reisten 20 000 Hamburger mit.,"This sentence refers to social deviance as a social group, specifically ""drug addicts"".",1,1,0.0062253177,2022-10-04,drug addicts,Bild,Germany,2022.0,2020.0,0.0001498268699110841,1,0,0,0.9411113,1
105,",,Es sind unsere Wohnungen und wir vergeben die auch', erläuterte Bürgermeisterin Anita Meinelt (CSU).","This sentence refers to social deviance as a social group, specifically ""extremists"".",1,1,0.006097417,2017-05-10,extremists,SZ,Germany,2017.0,2010.0,0.0001467302096565337,1,0,0,0.7999054,1
105,",,Es sind unsere Wohnungen und wir vergeben die auch', erläuterte Bürgermeisterin Anita Meinelt (CSU).","This sentence refers to social deviance as a social group, specifically ""terrorists, rebels, revolutionaries and/or movements of armed resistance"".",1,1,0.006122732,2017-05-10,"terrorists, rebels, revolutionaries and/or movements of armed resistance",SZ,Germany,2017.0,2010.0,0.00014734306054498456,1,0,0,0.9604877,1
105,",,Es sind unsere Wohnungen und wir vergeben die auch', erläuterte Bürgermeisterin Anita Meinelt (CSU).","This sentence refers to social deviance as a social group, specifically ""offenders, criminals, prisoners and/or accused people"".",1,1,0.0059947926,2017-05-10,"offenders, criminals, prisoners and/or accused people",SZ,Germany,2017.0,2010.0,0.00014424608741989421,1,0,0,0.9357208,1
105,",,Es sind unsere Wohnungen und wir vergeben die auch', erläuterte Bürgermeisterin Anita Meinelt (CSU).","This sentence refers to social deviance as a social group, specifically ""drug addicts"".",1,1,0.006100973,2017-05-10,drug addicts,SZ,Germany,2017.0,2010.0,0.00014681629502872543,1,0,0,0.9411113,1
106,"Dass sich daran etwas ändert, verhindern Großklubs wie der FC Bayern.---Möglich wäre auch die Abschaffung der 50+1-Regel.","This sentence refers to social deviance as a social group, specifically ""extremists"".",1,1,0.006162058,2023-08-19,extremists,Spiegel,Germany,2023.0,2020.0,0.00014829516419439503,1,0,0,0.7999054,1
106,"Dass sich daran etwas ändert, verhindern Großklubs wie der FC Bayern.---Möglich wäre auch die Abschaffung der 50+1-Regel.","This sentence refers to social deviance as a social group, specifically ""terrorists, rebels, revolutionaries and/or movements of armed resistance"".",1,1,0.0060031153,2023-08-19,"terrorists, rebels, revolutionaries and/or movements of armed resistance",Spiegel,Germany,2023.0,2020.0,0.00014444752771976342,1,0,0,0.9604877,1
106,"Dass sich daran etwas ändert, verhindern Großklubs wie der FC Bayern.---Möglich wäre auch die Abschaffung der 50+1-Regel.","This sentence refers to social deviance as a social group, specifically ""offenders, criminals, prisoners and/or accused people"".",1,1,0.0063136043,2023-08-19,"offenders, criminals, prisoners and/or accused people",Spiegel,Germany,2023.0,2020.0,0.00015196486957287197,1,0,0,0.9357208,1
106,"Dass sich daran etwas ändert, verhindern Großklubs wie der FC Bayern.---Möglich wäre auch die Abschaffung der 50+1-Regel.","This sentence refers to social deviance as a social group, specifically ""drug addicts"".",1,1,0.006141517,2023-08-19,drug addicts,Spiegel,Germany,2023.0,2020.0,0.0001477978463431456,1,0,0,0.9411113,1
107,Demnächst soll das Großprojekt Kindergrundsicherung hinzukommen.,"This sentence refers to social deviance as a social group, specifically ""extremists"".",1,1,0.0061480487,2023-08-19,extremists,Spiegel,Germany,2023.0,2020.0,0.00014795598306105488,1,0,0,0.7999054,1
107,Demnächst soll das Großprojekt Kindergrundsicherung hinzukommen.,"This sentence refers to social deviance as a social group, specifically ""terrorists, rebels, revolutionaries and/or movements of armed resistance"".",1,1,0.006229629,2023-08-19,"terrorists, rebels, revolutionaries and/or movements of armed resistance",Spiegel,Germany,2023.0,2020.0,0.00014993126624969656,1,0,0,0.9604877,1
107,Demnächst soll das Großprojekt Kindergrundsicherung hinzukommen.,"This sentence refers to social deviance as a social group, specifically ""offenders, criminals, prisoners and/or accused people"".",1,1,0.0067981496,2023-08-19,"offenders, criminals, prisoners and/or accused people",Spiegel,Germany,2023.0,2020.0,0.0001637055050808731,1,0,0,0.9357208,1
107,Demnächst soll das Großprojekt Kindergrundsicherung hinzukommen.,"This sentence refers to social deviance as a social group, specifically ""drug addicts"".",1,1,0.0061935205,2023-08-19,drug addicts,Spiegel,Germany,2023.0,2020.0,0.00014905694122339868,1,0,0,0.9411113,1
112,Die Aufnahme der Flüchtlinge sei die Aufgabe der ganzen Gesellschaft.,"This sentence refers to social deviance as a social group, specifically ""extremists"".",1,1,0.0062078224,2015-11-25,extremists,SZ,Germany,2015.0,2010.0,0.00014940323756118724,1,0,0,0.7999054,1
112,Die Aufnahme der Flüchtlinge sei die Aufgabe der ganzen Gesellschaft.,"This sentence refers to social deviance as a social group, specifically ""terrorists, rebels, revolutionaries and/or movements of armed resistance"".",1,1,0.0062305853,2015-11-25,"terrorists, rebels, revolutionaries and/or movements of armed resistance",SZ,Germany,2015.0,2010.0,0.00014995442277674473,1,0,0,0.9604877,1
112,Die Aufnahme der Flüchtlinge sei die Aufgabe der ganzen Gesellschaft.,"This sentence refers to social deviance as a social group, specifically ""offenders, criminals, prisoners and/or accused people"".",1,1,0.010245207,2015-11-25,"offenders, criminals, prisoners and/or accused people",SZ,Germany,2015.0,2010.0,0.0002475521992930155,1,0,0,0.9357208,1
112,Die Aufnahme der Flüchtlinge sei die Aufgabe der ganzen Gesellschaft.,"This sentence refers to social deviance as a social group, specifically ""drug addicts"".",1,1,0.0062042577,2015-11-25,drug addicts,SZ,Germany,2015.0,2010.0,0.00014931692346505077,1,0,0,0.9411113,1
114,"Die Menschen sind davon überzeugt, dass dies auch auf ihre Kinder zutrifft.","This sentence refers to social deviance as a social group, specifically ""extremists"".",1,1,0.0060732746,2008-01-14,extremists,Welt,Germany,2008.0,2000.0,0.00014614577462678836,1,0,0,0.7999054,1
114,"Die Menschen sind davon überzeugt, dass dies auch auf ihre Kinder zutrifft.","This sentence refers to social deviance as a social group, specifically ""terrorists, rebels, revolutionaries and/or movements of armed resistance"".",1,1,0.0059891352,2008-01-14,"terrorists, rebels, revolutionaries and/or movements of armed resistance",Welt,Germany,2008.0,2000.0,0.00014410915917424896,1,0,0,0.9604877,1
114,"Die Menschen sind davon überzeugt, dass dies auch auf ihre Kinder zutrifft.","This sentence refers to social deviance as a social group, specifically ""offenders, criminals, prisoners and/or accused people"".",1,1,0.0061914288,2008-01-14,"offenders, criminals, prisoners and/or accused people",Welt,Germany,2008.0,2000.0,0.0001490062950582973,1,0,0,0.9357208,1
114,"Die Menschen sind davon überzeugt, dass dies auch auf ihre Kinder zutrifft.","This sentence refers to social deviance as a social group, specifically ""drug addicts"".",1,1,0.0059493845,2008-01-14,drug addicts,Welt,Germany,2008.0,2000.0,0.00014314710046153386,1,0,0,0.9411113,1
116,"Doch tatsächlich brachte der Vorfall die Ermittler auf eine Spur.---Die Duisburger Staatsanwaltschaft ließ fortan sein Telefon überwachen, um herauszufinden, ob er weiter bedroht werde.","This sentence refers to social deviance as a social group, specifically ""extremists"".",1,1,0.0070639993,2023-08-26,extremists,Spiegel,Germany,2023.0,2020.0,0.00017015185063214025,1,0,0,0.7999054,1
116,"Doch tatsächlich brachte der Vorfall die Ermittler auf eine Spur.---Die Duisburger Staatsanwaltschaft ließ fortan sein Telefon überwachen, um herauszufinden, ob er weiter bedroht werde.","This sentence refers to social deviance as a social group, specifically ""terrorists, rebels, revolutionaries and/or movements of armed resistance"".",1,1,0.0068808333,2023-08-26,"terrorists, rebels, revolutionaries and/or movements of armed resistance",Spiegel,Germany,2023.0,2020.0,0.00016571006541634865,1,0,0,0.9604877,1
116,"Doch tatsächlich brachte der Vorfall die Ermittler auf eine Spur.---Die Duisburger Staatsanwaltschaft ließ fortan sein Telefon überwachen, um herauszufinden, ob er weiter bedroht werde.","This sentence refers to social deviance as a social group, specifically ""offenders, criminals, prisoners and/or accused people"".",1,0,0.97346693,2023-08-26,"offenders, criminals, prisoners and/or accused people",Spiegel,Germany,2023.0,2020.0,0.4674156728278746,1,0,0,0.9357208,0
116,"Doch tatsächlich brachte der Vorfall die Ermittler auf eine Spur.---Die Duisburger Staatsanwaltschaft ließ fortan sein Telefon überwachen, um herauszufinden, ob er weiter bedroht werde.","This sentence refers to social deviance as a social group, specifically ""drug addicts"".",1,1,0.007115434,2023-08-26,drug addicts,Spiegel,Germany,2023.0,2020.0,0.00017139943244936124,1,0,0,0.9411113,1
118,"Auch die deutschen Behörden gehen inzwischen davon aus, dass hochexplosiver Sprengstoff für die Sabotage der Ostsee-Pipelines Nord Stream 1 und 2 verantwortlich ist.---500 Kilo TNT: Sprengkraft einer schweren Fliegerbombe---Der ""Spiegel"" berichtet unter Berufung auf Ermittler-Kreise, dass die vier Stränge der Pipelines jeweils durch eine Explosion mit einer Sprengwirkung von 500 Kilogramm TNT zerstört worden sein.","This sentence refers to social deviance as a social group, specifically ""extremists"".",1,1,0.007991981,2022-09-30,extremists,Bild,Germany,2022.0,2020.0,0.0001926800546556834,1,0,0,0.7999054,1
